Time,Duration,Fixture,Combined,Hot,Cold
3/8 10:30:00 AM,48,Kitchen Sink,2.066,1.661,0.405
3/8 10:48:42 AM,72,Kitchen Sink,0.406,0.326,0.080
3/8 10:58:54 AM,6,Kitchen Sink,0.657,0.528,0.129
3/8 11:00:48 AM,72,Kitchen Sink,2.089,1.679,0.410
3/8 11:02:48 AM,6,Kitchen Sink,0.321,0.258,0.063
3/8 11:07:48 AM,12,Kitchen Sink,1.018,0.818,0.200
3/8 11:09:48 AM,72,Kitchen Sink,1.28,1.029,0.251
3/8 11:40:06 AM,42,Kitchen Sink,1.391,1.118,0.273
3/8 11:53:42 AM,18,Sink 2,0.758,0.609,0.149
3/8 12:04:42 PM,6,Kitchen Sink,0.346,0.278,0.068
3/8 12:06:36 PM,78,Kitchen Sink,2.185,1.757,0.428
3/8 12:37:18 PM,54,Kitchen Sink,0.645,0.519,0.126
3/8 12:39:12 PM,84,Kitchen Sink,1.582,1.272,0.310
3/8 12:41:12 PM,24,Sink 3,0.504,0.405,0.099
3/8 12:43:06 PM,24,Kitchen Sink,0.048,0.039,0.009
3/8 12:45:00 PM,60,Kitchen Sink,0.328,0.264,0.064
3/8 1:54:18 PM,18,Kitchen Sink,1.711,1.375,0.336
3/8 1:56:12 PM,6,Sink 3,0.322,0.259,0.063
3/8 1:58:06 PM,6,Sink 3,0.382,0.307,0.075
3/8 2:00:06 PM,6,Kitchen Sink,2.495,2.006,0.489
3/8 2:07:00 PM,24,Kitchen Sink,1.081,0.869,0.212
3/8 2:27:00 PM,48,Kitchen Sink,0.225,0.181,0.044
3/8 3:15:36 PM,48,Sink 2,1.433,1.152,0.281
3/8 3:17:30 PM,6,Sink 3,0.568,0.457,0.111
3/8 3:19:24 PM,108,Sink 3,0.601,0.483,0.118
3/8 3:21:24 PM,78,Sink 2,2.059,1.655,0.404
3/8 5:35:24 PM,432,Bath 1,4.16,3.344,0.816
3/8 5:43:12 PM,432,Shower 1,1.86,1.495,0.365
3/8 5:46:30 PM,12,Kitchen Sink,1.691,1.359,0.332
3/8 5:48:24 PM,42,Kitchen Sink,1.371,1.102,0.269
3/8 6:05:06 PM,576,Shower 1,2.297,1.847,0.450
3/8 6:27:42 PM,12,Sink 4,0.639,0.514,0.125
3/8 6:31:30 PM,438,Shower 1,2.399,1.929,0.470
3/8 7:02:06 PM,660,Shower 1,2.166,1.741,0.425
3/8 7:17:54 PM,48,CW,2.307,2.307,0.000
3/8 7:20:48 PM,72,Sink 4,1.661,1.335,0.326
3/8 7:22:48 PM,84,CW,1.964,1.964,0.000
3/8 7:27:48 PM,24,CW,1.593,1.593,0.000
3/8 7:28:18 PM,54,Kitchen Sink,1.082,0.870,0.212
3/8 7:32:06 PM,48,Sink 3,1.637,1.316,0.321
3/8 7:32:48 PM,78,CW,2.032,2.032,0.000
3/8 7:37:48 PM,84,CW,1.559,1.559,0.000
3/8 8:14:18 PM,72,Kitchen Sink,1.578,1.269,0.309
3/8 9:41:48 PM,84,DW1,1.466,1.466,0.000
3/8 9:51:36 PM,96,DW1,1.622,1.622,0.000
3/8 10:01:18 PM,120,DW1,1.502,1.502,0.000
3/8 10:11:06 PM,66,DW1,1.571,1.571,0.000
3/8 10:20:54 PM,78,DW1,1.436,1.436,0.000
3/8 10:30:42 PM,138,DW1,1.466,1.466,0.000
3/8 10:45:48 PM,84,DW1,1.346,1.346,0.000
3/8 10:55:36 PM,90,DW1,1.024,1.024,0.000
3/8 10:57:00 PM,12,Kitchen Sink,1.625,1.306,0.319
3/8 11:05:24 PM,78,DW1,1.369,1.369,0.000
3/8 11:15:12 PM,102,DW1,1.281,1.281,0.000
3/9 1:41:30 AM,90,Kitchen Sink,1.187,0.954,0.233
3/9 1:43:24 AM,36,Kitchen Sink,1.261,1.013,0.248
3/9 1:45:18 AM,12,Sink 3,1.461,1.174,0.287
3/9 4:48:00 AM,6,Sink 2,0.243,0.195,0.048
3/9 4:50:00 AM,36,Kitchen Sink,1.264,1.016,0.248
3/9 5:19:24 AM,138,Kitchen Sink,0.67,0.538,0.132
3/9 8:38:00 AM,6,Kitchen Sink,0.165,0.133,0.032
3/9 9:52:48 AM,294,Shower 1,1.603,1.288,0.315
3/9 10:00:42 AM,6,Kitchen Sink,0.19,0.153,0.037
3/9 10:53:24 AM,36,Kitchen Sink,1.735,1.394,0.341
3/9 11:33:54 AM,12,Kitchen Sink,1.745,1.402,0.343
3/9 11:35:48 AM,6,Kitchen Sink,0.061,0.049,0.012
3/9 12:28:06 PM,6,Kitchen Sink,0.111,0.089,0.022
3/9 12:39:18 PM,72,Kitchen Sink,0.888,0.714,0.174
3/9 2:09:00 PM,66,Kitchen Sink,1.399,1.124,0.275
3/9 3:20:06 PM,30,Sink 4,0.51,0.410,0.100
3/9 3:39:54 PM,18,Kitchen Sink,0.637,0.512,0.125
3/9 5:10:48 PM,6,Kitchen Sink,0.443,0.356,0.087
3/9 6:14:54 PM,30,Sink 2,0.88,0.707,0.173
3/9 6:16:48 PM,24,Kitchen Sink,1.803,1.449,0.354
3/9 6:17:18 PM,642,Shower 1,2.372,1.906,0.466
3/9 6:18:36 PM,42,Kitchen Sink,1.604,1.289,0.315
3/9 6:18:42 PM,42,Sink 3,1.518,1.220,0.298
3/9 6:20:42 PM,18,Kitchen Sink,1.585,1.274,0.311
3/9 6:47:48 PM,450,Shower 1,3.21,2.580,0.630
3/9 7:06:54 PM,18,Kitchen Sink,1.337,1.075,0.262
3/9 7:08:54 PM,42,Kitchen Sink,1.999,1.607,0.392
3/9 7:10:48 PM,42,Kitchen Sink,1.314,1.056,0.258
3/9 7:12:42 PM,30,Kitchen Sink,1.085,0.872,0.213
3/9 7:14:42 PM,12,Kitchen Sink,1.099,0.883,0.216
3/9 7:16:36 PM,48,Kitchen Sink,1.521,1.222,0.299
3/9 7:18:30 PM,90,Kitchen Sink,1.443,1.160,0.283
3/9 8:13:30 PM,42,Kitchen Sink,1.577,1.267,0.310
3/9 8:15:24 PM,6,Kitchen Sink,0.15,0.121,0.029
3/9 8:17:24 PM,72,Kitchen Sink,0.755,0.607,0.148
3/9 8:19:18 PM,24,Kitchen Sink,0.321,0.258,0.063
3/9 9:11:48 PM,6,Kitchen Sink,0.205,0.165,0.040
3/10 12:00:18 AM,90,DW1,1.545,1.545,0.000
3/10 12:10:06 AM,72,DW1,1.358,1.358,0.000
3/10 12:19:48 AM,96,DW1,1.178,1.178,0.000
3/10 12:29:36 AM,132,DW1,1.356,1.356,0.000
3/10 12:39:24 AM,90,DW1,1.67,1.670,0.000
3/10 2:03:06 AM,18,Kitchen Sink,1.206,0.969,0.237
3/10 5:27:06 AM,6,Kitchen Sink,0.157,0.126,0.031
3/10 6:02:36 AM,498,Shower 1,4.395,3.532,0.863
3/10 7:01:30 AM,42,Kitchen Sink,1.722,1.384,0.338
3/10 7:03:24 AM,48,Kitchen Sink,0.455,0.366,0.089
3/10 7:05:18 AM,18,Kitchen Sink,0.649,0.521,0.128
3/10 7:07:18 AM,18,Kitchen Sink,0.984,0.791,0.193
3/10 7:37:30 AM,6,Kitchen Sink,0.959,0.771,0.188
3/10 7:39:24 AM,6,Sink 2,1.551,1.246,0.305
3/10 7:58:06 AM,60,CW,2.615,2.615,0.000
3/10 8:03:12 AM,18,Kitchen Sink,0.327,0.263,0.064
3/10 8:05:06 AM,6,Kitchen Sink,0.854,0.686,0.168
3/10 8:58:00 AM,18,Kitchen Sink,0.976,0.784,0.192
3/10 9:28:18 AM,6,Sink 2,1.567,1.259,0.308
3/10 9:48:36 AM,12,Kitchen Sink,1.746,1.403,0.343
3/10 9:53:48 AM,150,Sink 4,1.945,1.563,0.382
3/10 10:12:00 AM,48,Kitchen Sink,1.148,0.922,0.226
3/10 11:08:42 AM,36,Kitchen Sink,1.629,1.309,0.320
3/10 11:10:36 AM,36,Kitchen Sink,0.988,0.794,0.194
3/10 11:11:00 AM,60,Kitchen Sink,2.135,1.716,0.419
3/10 11:12:30 AM,150,Kitchen Sink,0.163,0.131,0.032
3/10 11:12:54 AM,6,Kitchen Sink,0.235,0.189,0.046
3/10 11:14:30 AM,6,Kitchen Sink,0.241,0.194,0.047
3/10 11:14:48 AM,144,Kitchen Sink,1.695,1.362,0.333
3/10 11:49:18 AM,12,Kitchen Sink,1.259,1.012,0.247
3/10 1:11:12 PM,48,Kitchen Sink,0.952,0.765,0.187
3/10 1:13:06 PM,18,Sink 3,1.193,0.959,0.234
3/10 1:15:06 PM,6,Kitchen Sink,0.314,0.252,0.062
3/10 1:17:00 PM,30,Kitchen Sink,0.991,0.796,0.195
3/10 1:18:54 PM,12,Sink 4,1.036,0.832,0.204
3/10 1:20:54 PM,24,Kitchen Sink,1.851,1.487,0.364
3/10 1:22:48 PM,6,Kitchen Sink,1.739,1.397,0.342
3/10 2:17:36 PM,66,Kitchen Sink,0.395,0.317,0.078
3/10 2:18:24 PM,102,Sink 2,0.051,0.041,0.010
3/10 2:20:24 PM,36,Kitchen Sink,1.599,1.285,0.314
3/10 2:22:18 PM,12,Sink 2,1.74,1.398,0.342
3/10 3:00:48 PM,126,Kitchen Sink,1.437,1.155,0.282
3/10 3:01:18 PM,78,Sink 4,1.75,1.406,0.344
3/10 3:01:54 PM,6,Kitchen Sink,0.325,0.261,0.064
3/10 3:03:48 PM,12,Sink 3,1.286,1.033,0.253
3/10 3:12:24 PM,6,Kitchen Sink,0.115,0.092,0.023
3/10 3:41:54 PM,12,Kitchen Sink,1.264,1.016,0.248
3/10 5:15:42 PM,54,Kitchen Sink,1.883,1.513,0.370
3/10 5:26:36 PM,24,Sink 4,0.561,0.451,0.110
3/10 6:08:24 PM,48,Sink 2,0.743,0.597,0.146
3/10 6:10:18 PM,6,Kitchen Sink,0.106,0.085,0.021
3/10 6:12:18 PM,36,Kitchen Sink,0.819,0.658,0.161
3/10 6:38:48 PM,12,Sink 4,1.564,1.257,0.307
3/10 6:40:24 PM,12,Sink 3,1.773,1.425,0.348
3/10 6:42:18 PM,6,Kitchen Sink,1.382,1.110,0.272
3/10 7:32:06 PM,24,Kitchen Sink,1.906,1.532,0.374
3/10 7:44:12 PM,18,Kitchen Sink,0.845,0.679,0.166
3/10 8:30:36 PM,18,Kitchen Sink,1.649,1.325,0.324
3/10 8:31:24 PM,6,Kitchen Sink,0.41,0.329,0.081
3/10 8:33:18 PM,30,Sink 2,1.869,1.502,0.367
3/10 8:34:00 PM,6,Kitchen Sink,0.661,0.531,0.130
3/10 10:46:06 PM,18,Kitchen Sink,1.606,1.290,0.316
3/10 11:29:24 PM,12,Kitchen Sink,0.659,0.530,0.129
3/10 11:41:48 PM,84,Kitchen Sink,0.559,0.449,0.110
3/11 4:22:36 AM,36,Kitchen Sink,0.877,0.705,0.172
3/11 4:24:36 AM,48,Sink 3,0.891,0.716,0.175
3/11 6:22:06 AM,168,Sink 4,0.07,0.056,0.014
3/11 6:24:06 AM,48,Kitchen Sink,1.846,1.483,0.363
3/11 7:41:18 AM,48,Sink 2,0.655,0.526,0.129
3/11 7:43:18 AM,6,Kitchen Sink,0.717,0.576,0.141
3/11 8:12:48 AM,24,Kitchen Sink,1.753,1.408,0.345
3/11 8:14:42 AM,18,Kitchen Sink,0.047,0.038,0.009
3/11 8:16:36 AM,66,Sink 3,1.108,0.890,0.218
3/11 8:18:36 AM,48,Kitchen Sink,1.837,1.476,0.361
3/11 8:20:30 AM,12,Kitchen Sink,1.225,0.984,0.241
3/11 8:22:24 AM,54,Kitchen Sink,0.429,0.345,0.084
3/11 8:24:24 AM,78,Kitchen Sink,0.231,0.186,0.045
3/11 8:51:12 AM,60,Kitchen Sink,0.588,0.472,0.116
3/11 9:33:06 AM,450,Shower 1,3.165,2.543,0.622
3/11 9:57:54 AM,60,Kitchen Sink,0.641,0.515,0.126
3/11 9:59:54 AM,60,Sink 4,0.161,0.129,0.032
3/11 10:01:48 AM,24,Kitchen Sink,1.7,1.366,0.334
3/11 11:09:06 AM,36,Kitchen Sink,1.676,1.346,0.330
3/11 11:52:06 AM,78,Kitchen Sink,1.072,0.861,0.211
3/11 12:01:54 PM,6,Kitchen Sink,0.279,0.224,0.055
3/11 12:29:06 PM,12,Kitchen Sink,0.298,0.239,0.059
3/11 12:32:30 PM,42,Sink 2,1.024,0.823,0.201
3/11 12:34:24 PM,6,Sink 2,2.662,2.138,0.524
3/11 12:44:30 PM,66,Sink 2,1.505,1.209,0.296
3/11 12:46:30 PM,12,Kitchen Sink,1.643,1.320,0.323
3/11 1:13:36 PM,6,Kitchen Sink,1.193,0.958,0.235
3/11 1:22:24 PM,24,Kitchen Sink,0.733,0.589,0.144
3/11 1:24:24 PM,210,Sink 2,1.844,1.481,0.363
3/11 1:26:18 PM,24,Sink 2,0.706,0.567,0.139
3/11 1:28:12 PM,6,Kitchen Sink,0.373,0.300,0.073
3/11 1:30:12 PM,12,Kitchen Sink,1.877,1.508,0.369
3/11 1:32:06 PM,36,Kitchen Sink,1.909,1.534,0.375
3/11 1:34:00 PM,36,Kitchen Sink,1.051,0.844,0.207
3/11 1:36:00 PM,12,Kitchen Sink,1.721,1.383,0.338
3/11 1:37:54 PM,54,Kitchen Sink,1.406,1.129,0.277
3/11 1:39:48 PM,6,Kitchen Sink,0.35,0.281,0.069
3/11 1:41:48 PM,60,Kitchen Sink,0.074,0.059,0.015
3/11 1:43:42 PM,42,Kitchen Sink,1.832,1.472,0.360
3/11 1:45:18 PM,108,Sink 4,1.107,0.889,0.218
3/11 1:47:12 PM,30,Kitchen Sink,0.772,0.620,0.152
3/11 2:10:24 PM,18,Kitchen Sink,0.895,0.719,0.176
3/11 2:18:12 PM,12,Sink 3,0.385,0.309,0.076
3/11 2:56:42 PM,6,CW,1.648,1.648,0.000
3/11 3:01:42 PM,6,CW,1.499,1.499,0.000
3/11 3:06:36 PM,72,CW,2.122,2.122,0.000
3/11 4:09:48 PM,6,Kitchen Sink,0.129,0.104,0.025
3/11 5:06:06 PM,60,Kitchen Sink,0.743,0.597,0.146
3/11 5:37:00 PM,48,Kitchen Sink,2.057,1.652,0.405
3/11 5:43:54 PM,66,Kitchen Sink,2.138,1.718,0.420
3/11 5:45:54 PM,36,Kitchen Sink,0.662,0.532,0.130
3/11 5:47:48 PM,6,Kitchen Sink,0.41,0.329,0.081
3/11 5:49:42 PM,84,Kitchen Sink,2.178,1.750,0.428
3/11 6:13:18 PM,6,Kitchen Sink,0.454,0.365,0.089
3/11 6:15:12 PM,120,Kitchen Sink,0.848,0.681,0.167
3/11 6:24:06 PM,42,Kitchen Sink,0.99,0.795,0.195
3/11 8:39:48 PM,6,Sink 3,0.04,0.032,0.008
3/11 8:40:36 PM,6,Kitchen Sink,0.545,0.438,0.107
3/11 8:41:06 PM,18,Sink 3,0.434,0.349,0.085
3/11 8:41:48 PM,12,Kitchen Sink,1.744,1.401,0.343
3/11 8:42:36 PM,12,Sink 3,0.736,0.591,0.145
3/11 8:43:42 PM,6,Kitchen Sink,0.597,0.480,0.117
3/11 8:44:30 PM,84,Kitchen Sink,1.589,1.276,0.313
3/11 8:46:24 PM,36,Kitchen Sink,0.866,0.696,0.170
3/11 9:14:24 PM,54,Sink 2,0.29,0.233,0.057
3/11 9:28:54 PM,42,CW,2.63,2.630,0.000
3/11 9:35:06 PM,6,Sink 3,0.142,0.114,0.028
3/11 9:40:00 PM,54,DW1,1.318,1.318,0.000
3/11 9:49:48 PM,78,DW1,1.444,1.444,0.000
3/11 9:59:30 PM,90,DW1,1.953,1.953,0.000
3/11 10:09:18 PM,96,DW1,1.579,1.579,0.000
3/11 10:19:06 PM,72,DW1,1.605,1.605,0.000
3/11 10:28:54 PM,96,DW1,1.428,1.428,0.000
3/11 10:45:24 PM,24,Kitchen Sink,0.734,0.590,0.144
3/12 6:48:48 AM,60,Sink 4,0.048,0.039,0.009
3/12 6:59:06 AM,72,Kitchen Sink,2.132,1.712,0.420
3/12 7:36:36 AM,420,Shower 1,2.628,2.111,0.517
3/12 8:19:42 AM,18,Sink 3,1.108,0.890,0.218
3/12 8:22:42 AM,48,Kitchen Sink,2.064,1.658,0.406
3/12 8:24:36 AM,6,Sink 3,0.546,0.439,0.107
3/12 8:44:42 AM,18,Sink 2,1.804,1.449,0.355
3/12 8:54:42 AM,48,Kitchen Sink,1.377,1.106,0.271
3/12 8:55:42 AM,24,Kitchen Sink,2.103,1.689,0.414
3/12 8:57:42 AM,90,Kitchen Sink,1.461,1.173,0.288
3/12 8:59:36 AM,192,Kitchen Sink,1.865,1.498,0.367
3/12 9:10:00 AM,18,Kitchen Sink,1.542,1.238,0.304
3/12 9:32:42 AM,6,Kitchen Sink,1.478,1.187,0.291
3/12 9:50:24 AM,54,Kitchen Sink,0.897,0.720,0.177
3/12 9:52:18 AM,18,Kitchen Sink,1.683,1.352,0.331
3/12 9:54:12 AM,6,Kitchen Sink,0.027,0.022,0.005
3/12 11:24:18 AM,12,Kitchen Sink,0.665,0.534,0.131
3/12 2:23:36 PM,30,Sink 2,1.449,1.164,0.285
3/12 3:50:54 PM,66,Kitchen Sink,0.525,0.422,0.103
3/12 4:42:12 PM,24,Kitchen Sink,1.138,0.914,0.224
3/12 4:57:24 PM,6,Sink 3,0.007,0.006,0.001
3/12 4:59:24 PM,36,Kitchen Sink,1.616,1.298,0.318
3/12 6:11:18 PM,12,Kitchen Sink,1.171,0.940,0.231
3/12 9:01:54 PM,54,CW,2.702,2.702,0.000
3/12 11:23:54 PM,6,Kitchen Sink,0.903,0.725,0.178
3/13 7:20:00 AM,24,Kitchen Sink,1.678,1.347,0.331
3/13 7:22:30 AM,12,Kitchen Sink,0.768,0.617,0.151
3/13 7:24:30 AM,18,Kitchen Sink,0.705,0.566,0.139
3/13 7:26:24 AM,6,Kitchen Sink,1.328,1.066,0.262
3/13 7:48:18 AM,24,Kitchen Sink,1.631,1.310,0.321
3/13 7:50:18 AM,6,Kitchen Sink,0.234,0.188,0.046
3/13 7:52:12 AM,84,Kitchen Sink,0.439,0.352,0.087
3/13 8:18:18 AM,42,Kitchen Sink,0.392,0.315,0.077
3/13 8:53:18 AM,792,Shower 1,1.709,1.372,0.337
3/13 10:57:18 AM,6,Sink 2,0.03,0.024,0.006
3/13 11:52:00 AM,96,Kitchen Sink,0.049,0.039,0.010
3/13 11:54:00 AM,6,Kitchen Sink,0.604,0.485,0.119
3/13 11:55:54 AM,6,Sink 3,0.394,0.316,0.078
3/13 12:31:24 PM,24,Sink 4,1.449,1.163,0.286
3/13 12:33:18 PM,24,Sink 2,2.076,1.667,0.409
3/13 12:39:48 PM,852,Shower 1,1.985,1.594,0.391
3/13 1:17:36 PM,30,Sink 4,0.89,0.715,0.175
3/13 1:19:36 PM,66,Sink 3,1.715,1.377,0.338
3/13 3:29:06 PM,90,Sink 3,1.241,0.996,0.245
3/13 3:31:06 PM,6,Kitchen Sink,1.064,0.854,0.210
3/13 3:52:06 PM,6,Kitchen Sink,0.891,0.715,0.176
3/13 3:52:06 PM,6,Kitchen Sink,2.165,1.738,0.427
3/13 4:35:18 PM,414,Shower 1,2.371,1.904,0.467
3/13 4:53:12 PM,120,Sink 3,1.126,0.904,0.222
3/13 4:55:12 PM,108,Kitchen Sink,1.965,1.578,0.387
3/13 5:27:36 PM,54,Kitchen Sink,1.97,1.582,0.388
3/13 5:31:18 PM,30,Sink 3,0.053,0.043,0.010
3/13 6:37:06 PM,72,CW,1.151,1.151,0.000
3/13 7:51:24 PM,30,CW,1.072,1.072,0.000
3/13 8:21:30 PM,36,Kitchen Sink,1.305,1.048,0.257
3/13 8:35:30 PM,18,Kitchen Sink,0.502,0.403,0.099
3/13 8:37:24 PM,252,Kitchen Sink,0.533,0.428,0.105
3/13 8:38:48 PM,36,Sink 4,2.361,1.896,0.465
3/13 9:05:36 PM,84,CW,2.21,2.210,0.000
3/13 10:19:54 PM,18,CW,1.896,1.896,0.000
3/13 11:38:00 PM,6,Kitchen Sink,0.301,0.242,0.059
3/13 11:39:00 PM,6,Kitchen Sink,0.462,0.371,0.091
3/14 12:15:36 AM,24,Sink 3,0.747,0.600,0.147
3/14 12:17:30 AM,6,Kitchen Sink,0.548,0.440,0.108
3/14 12:19:30 AM,6,Sink 2,0.808,0.649,0.159
3/14 1:19:24 AM,60,Kitchen Sink,0.4,0.321,0.079
3/14 6:31:36 AM,60,DW1,1.404,1.404,0.000
3/14 6:41:24 AM,132,DW1,1.469,1.469,0.000
3/14 6:51:06 AM,60,DW1,1.291,1.291,0.000
3/14 7:00:54 AM,108,DW1,1.562,1.562,0.000
3/14 7:10:42 AM,108,DW1,1.264,1.264,0.000
3/14 7:21:00 AM,6,Kitchen Sink,1.025,0.823,0.202
3/14 8:58:30 AM,30,CW,1.889,1.889,0.000
3/14 9:01:12 AM,72,Kitchen Sink,1.165,0.935,0.230
3/14 10:12:48 AM,24,CW,1.547,1.547,0.000
3/14 10:34:06 AM,30,Kitchen Sink,1.117,0.897,0.220
3/14 11:27:00 AM,60,CW,2.011,2.011,0.000
3/14 12:36:18 PM,78,Kitchen Sink,0.346,0.278,0.068
3/14 1:16:12 PM,42,Kitchen Sink,1.254,1.007,0.247
3/14 1:18:12 PM,12,Kitchen Sink,0.93,0.747,0.183
3/14 1:20:06 PM,48,Kitchen Sink,0.91,0.730,0.180
3/14 1:25:30 PM,6,Kitchen Sink,0.078,0.063,0.015
3/14 1:48:36 PM,18,Kitchen Sink,1.167,0.937,0.230
3/14 2:13:06 PM,78,Sink 4,0.715,0.574,0.141
3/14 3:01:54 PM,36,Kitchen Sink,1.346,1.080,0.266
3/14 4:24:48 PM,90,CW,2.4,2.400,0.000
3/14 4:50:06 PM,12,Kitchen Sink,1.679,1.348,0.331
3/14 4:57:48 PM,42,Kitchen Sink,1.156,0.928,0.228
3/14 5:39:06 PM,6,CW,3.597,3.597,0.000
3/14 5:51:30 PM,96,Sink 4,2.197,1.764,0.433
3/14 5:53:24 PM,6,Kitchen Sink,0.872,0.700,0.172
3/14 5:55:24 PM,90,Sink 3,1.793,1.439,0.354
3/14 5:57:18 PM,6,Kitchen Sink,0.254,0.204,0.050
3/14 5:59:12 PM,42,Kitchen Sink,1.209,0.970,0.239
3/14 6:10:24 PM,102,Sink 4,0.827,0.664,0.163
3/14 6:12:24 PM,18,Kitchen Sink,0.181,0.145,0.036
3/14 6:14:18 PM,96,Sink 2,1.515,1.216,0.299
3/14 6:53:24 PM,120,DW1,1.435,1.435,0.000
3/14 7:03:06 PM,96,DW1,1.208,1.208,0.000
3/14 7:12:54 PM,90,DW1,1.419,1.419,0.000
3/14 7:22:42 PM,60,DW1,1.293,1.293,0.000
3/14 7:32:30 PM,84,DW1,1.472,1.472,0.000
3/14 7:44:42 PM,6,Kitchen Sink,0.713,0.572,0.141
3/14 7:46:36 PM,48,Kitchen Sink,1.314,1.055,0.259
3/14 8:27:12 PM,42,Sink 2,1.923,1.544,0.379
3/14 8:31:12 PM,6,Kitchen Sink,0.857,0.688,0.169
3/14 8:33:06 PM,42,Kitchen Sink,0.416,0.334,0.082
3/14 8:35:06 PM,90,Kitchen Sink,0.619,0.497,0.122
3/14 8:37:00 PM,48,Sink 2,1.2,0.963,0.237
3/14 8:52:36 PM,12,Kitchen Sink,1.315,1.056,0.259
3/14 9:02:30 PM,6,Sink 4,0.151,0.121,0.030
3/14 10:18:48 PM,12,Kitchen Sink,1.025,0.823,0.202
3/14 10:29:54 PM,108,DW1,1.33,1.330,0.000
3/14 10:39:36 PM,72,DW1,1.852,1.852,0.000
3/14 10:46:06 PM,636,Shower 1,1.88,1.509,0.371
3/14 10:49:24 PM,108,DW1,1.254,1.254,0.000
3/14 10:59:12 PM,114,DW1,1.301,1.301,0.000
3/15 1:36:24 AM,6,Kitchen Sink,0.507,0.407,0.100
3/15 7:31:18 AM,6,Sink 4,0.175,0.140,0.035
3/15 7:59:12 AM,12,Kitchen Sink,0.566,0.454,0.112
3/15 8:01:06 AM,12,Kitchen Sink,1.22,0.979,0.241
3/15 8:03:06 AM,6,Kitchen Sink,0.07,0.056,0.014
3/15 8:05:00 AM,6,Kitchen Sink,0.701,0.563,0.138
3/15 8:06:54 AM,24,Kitchen Sink,1.012,0.812,0.200
3/15 8:08:30 AM,42,CW,2.66,2.660,0.000
3/15 9:05:18 AM,6,Kitchen Sink,0.434,0.348,0.086
3/15 9:47:00 AM,6,Kitchen Sink,0.055,0.044,0.011
3/15 10:35:06 AM,12,Kitchen Sink,2.237,1.795,0.442
3/15 12:12:06 PM,54,Sink 4,1.066,0.855,0.211
3/15 1:14:36 PM,6,Kitchen Sink,0.07,0.056,0.014
3/15 1:39:42 PM,6,Sink 3,0.535,0.429,0.106
3/15 1:41:36 PM,12,Kitchen Sink,0.67,0.538,0.132
3/15 3:13:54 PM,12,Kitchen Sink,0.238,0.191,0.047
3/15 3:31:06 PM,66,CW,2.045,2.045,0.000
3/15 5:24:36 PM,30,Sink 3,0.43,0.345,0.085
3/15 5:49:12 PM,48,Kitchen Sink,0.598,0.480,0.118
3/15 5:51:06 PM,54,Kitchen Sink,2.221,1.782,0.439
3/15 5:56:54 PM,18,Kitchen Sink,1.791,1.437,0.354
3/15 5:58:54 PM,24,Kitchen Sink,2.233,1.792,0.441
3/15 7:56:54 PM,24,Kitchen Sink,1.765,1.416,0.349
3/15 7:58:48 PM,6,Sink 3,0.345,0.277,0.068
3/15 8:15:00 PM,12,Kitchen Sink,1.169,0.938,0.231
3/15 10:15:48 PM,6,Sink 3,0.109,0.087,0.022
3/15 10:17:42 PM,6,Kitchen Sink,0.852,0.684,0.168
3/15 10:19:36 PM,66,Kitchen Sink,1.385,1.111,0.274
3/15 10:21:36 PM,24,Sink 2,2.256,1.810,0.446
3/15 11:17:48 PM,6,Sink 2,0.523,0.420,0.103
3/15 11:49:48 PM,18,Kitchen Sink,0.416,0.334,0.082
3/15 11:51:48 PM,6,Kitchen Sink,0.195,0.156,0.039
3/15 11:53:42 PM,42,Kitchen Sink,2.125,1.705,0.420
3/15 11:55:36 PM,126,Kitchen Sink,1.236,0.992,0.244
3/16 5:11:06 AM,354,Shower 1,2.084,1.672,0.412
3/16 6:34:54 AM,6,Sink 2,0.622,0.499,0.123
3/16 6:36:48 AM,6,Sink 3,0.281,0.225,0.056
3/16 7:50:18 AM,126,Kitchen Sink,0.937,0.752,0.185
3/16 7:52:42 AM,84,Bath 1,4.126,3.310,0.816
3/16 9:45:36 AM,24,Kitchen Sink,2.004,1.608,0.396
3/16 11:02:54 AM,66,DW1,1.261,1.261,0.000
3/16 11:12:42 AM,102,DW1,1.533,1.533,0.000
3/16 11:22:30 AM,84,DW1,1.167,1.167,0.000
3/16 11:32:18 AM,60,DW1,1.47,1.470,0.000
3/16 1:05:48 PM,72,Sink 4,2.111,1.694,0.417
3/16 1:07:48 PM,54,Kitchen Sink,0.681,0.546,0.135
3/16 1:15:48 PM,24,Kitchen Sink,1.353,1.085,0.268
3/16 1:25:36 PM,48,Sink 2,1.589,1.275,0.314
3/16 3:26:48 PM,36,Sink 3,1.162,0.932,0.230
3/16 3:34:24 PM,12,Kitchen Sink,1.128,0.905,0.223
3/16 4:48:30 PM,6,CW,1.237,1.237,0.000
3/16 5:03:00 PM,18,Kitchen Sink,1.651,1.324,0.327
3/16 5:07:00 PM,30,Kitchen Sink,0.86,0.690,0.170
3/16 5:09:00 PM,48,Kitchen Sink,1.887,1.514,0.373
3/16 5:09:12 PM,6,Kitchen Sink,0.65,0.521,0.129
3/16 5:10:54 PM,12,Sink 3,1.64,1.316,0.324
3/16 5:11:06 PM,18,Kitchen Sink,1.003,0.805,0.198
3/16 5:11:42 PM,120,Sink 4,2.269,1.820,0.449
3/16 5:13:42 PM,6,Sink 4,0.235,0.189,0.046
3/16 5:15:36 PM,6,Kitchen Sink,1,0.802,0.198
