Time,Duration,Fixture,Combined,Hot,Cold
3/26 10:36:48 AM,102,CW,2.363,2.363,0.000
3/26 10:40:12 AM,42,Sink 2,0.556,0.445,0.111
3/26 10:41:48 AM,42,CW,2.112,2.112,0.000
3/26 10:46:42 AM,24,CW,3.284,3.284,0.000
3/26 10:51:42 AM,54,CW,2.138,2.138,0.000
3/26 11:01:18 AM,18,Kitchen Sink,0.821,0.656,0.165
3/26 11:10:06 AM,6,Sink 3,0.197,0.158,0.039
3/26 11:28:30 AM,12,Kitchen Sink,1.397,1.117,0.280
3/26 12:10:36 PM,30,Kitchen Sink,1.774,1.418,0.356
3/26 12:16:18 PM,54,Kitchen Sink,0.05,0.040,0.010
3/26 2:01:30 PM,60,Kitchen Sink,1.51,1.207,0.303
3/26 2:02:06 PM,6,Sink 3,0.004,0.003,0.001
3/26 3:37:24 PM,30,Kitchen Sink,0.78,0.624,0.156
3/26 3:39:18 PM,6,Sink 2,0.494,0.395,0.099
3/26 4:35:06 PM,60,Sink 4,0.334,0.267,0.067
3/26 4:37:00 PM,24,Kitchen Sink,0.923,0.738,0.185
3/26 4:39:00 PM,6,Kitchen Sink,1.048,0.838,0.210
3/26 5:40:00 PM,30,Sink 2,0.77,0.616,0.154
3/26 6:01:24 PM,6,Sink 4,1.417,1.133,0.284
3/26 6:03:18 PM,18,Kitchen Sink,1.504,1.202,0.302
3/26 6:05:12 PM,60,Sink 4,2.177,1.741,0.436
3/26 6:07:12 PM,12,Sink 2,0.89,0.712,0.178
3/26 6:10:42 PM,66,Sink 2,1.246,0.996,0.250
3/26 6:59:12 PM,42,Sink 3,0.506,0.405,0.101
3/26 7:01:06 PM,12,Kitchen Sink,0.963,0.770,0.193
3/26 7:03:00 PM,12,Kitchen Sink,0.054,0.043,0.011
3/26 7:05:00 PM,6,Kitchen Sink,0.827,0.661,0.166
3/26 7:06:54 PM,36,Kitchen Sink,1.632,1.305,0.327
3/26 7:08:48 PM,114,Kitchen Sink,2.186,1.748,0.438
3/26 7:10:48 PM,6,Kitchen Sink,1.07,0.855,0.215
3/26 7:12:42 PM,18,Kitchen Sink,1.11,0.887,0.223
3/26 7:24:18 PM,6,Sink 3,0.34,0.272,0.068
3/26 8:06:48 PM,24,Kitchen Sink,0.813,0.650,0.163
3/26 8:08:42 PM,6,Kitchen Sink,0.133,0.106,0.027
3/26 8:13:30 PM,78,Kitchen Sink,1.638,1.310,0.328
3/26 8:59:06 PM,18,Sink 2,1.621,1.296,0.325
3/26 9:01:00 PM,6,Kitchen Sink,0.831,0.664,0.167
3/26 9:03:00 PM,6,Kitchen Sink,0.95,0.760,0.190
3/27 12:59:48 AM,36,Sink 2,1.394,1.114,0.280
3/27 1:03:42 AM,12,Kitchen Sink,0.686,0.548,0.138
3/27 1:05:36 AM,30,Kitchen Sink,1.096,0.876,0.220
3/27 1:25:24 AM,24,Kitchen Sink,1.727,1.380,0.347
3/27 1:31:30 AM,6,Sink 2,0.44,0.352,0.088
3/27 6:19:18 AM,12,Kitchen Sink,1.546,1.236,0.310
3/27 7:12:00 AM,540,Shower 1,1.83,1.463,0.367
3/27 7:18:48 AM,300,Shower 1,2.119,1.694,0.425
3/27 7:28:36 AM,18,Kitchen Sink,0.914,0.730,0.184
3/27 7:30:30 AM,18,Kitchen Sink,0.202,0.161,0.041
3/27 7:32:30 AM,54,Kitchen Sink,1.087,0.869,0.218
3/27 7:34:24 AM,24,Kitchen Sink,0.579,0.463,0.116
3/27 7:41:36 AM,60,Kitchen Sink,2.042,1.632,0.410
3/27 7:43:30 AM,30,Kitchen Sink,0.766,0.612,0.154
3/27 7:45:24 AM,36,Kitchen Sink,0.95,0.759,0.191
3/27 7:49:18 AM,444,Shower 1,2.007,1.604,0.403
3/27 8:21:12 AM,30,Kitchen Sink,0.786,0.628,0.158
3/27 8:23:06 AM,6,Sink 2,0.532,0.425,0.107
3/27 8:28:42 AM,258,Sink 4,0.361,0.289,0.072
3/27 8:30:36 AM,12,Kitchen Sink,0.554,0.443,0.111
3/27 10:11:00 AM,78,Kitchen Sink,1.158,0.925,0.233
3/27 12:38:00 PM,24,Kitchen Sink,0.918,0.734,0.184
3/27 12:39:30 PM,6,Kitchen Sink,0.484,0.387,0.097
3/27 1:08:06 PM,114,Kitchen Sink,1.614,1.290,0.324
3/27 1:15:54 PM,84,Sink 3,0.519,0.415,0.104
3/27 1:17:48 PM,6,Sink 2,0.256,0.205,0.051
3/27 2:10:54 PM,78,DW1,1.439,1.439,0.000
3/27 2:20:42 PM,168,DW1,1.151,1.151,0.000
3/27 2:30:24 PM,84,DW1,1.457,1.457,0.000
3/27 2:33:54 PM,78,Kitchen Sink,0.662,0.529,0.133
3/27 2:35:48 PM,6,Sink 4,0.04,0.032,0.008
3/27 2:37:42 PM,54,Sink 2,2.069,1.654,0.415
3/27 2:39:42 PM,24,Sink 2,1.079,0.862,0.217
3/27 2:40:12 PM,72,DW1,1.385,1.385,0.000
3/27 3:13:54 PM,6,Sink 3,1.103,0.882,0.221
3/27 4:27:42 PM,66,Kitchen Sink,0.899,0.718,0.181
3/27 5:01:00 PM,48,Sink 3,1.304,1.042,0.262
3/27 6:32:42 PM,30,Kitchen Sink,2.07,1.654,0.416
3/27 6:34:36 PM,96,Sink 3,0.952,0.761,0.191
3/27 6:36:36 PM,36,Kitchen Sink,1.126,0.900,0.226
3/27 6:38:30 PM,6,Kitchen Sink,0.456,0.364,0.092
3/27 7:28:06 PM,6,Kitchen Sink,0.39,0.312,0.078
3/27 7:46:12 PM,6,Kitchen Sink,0.047,0.038,0.009
3/27 7:48:30 PM,42,Sink 4,0.272,0.217,0.055
3/27 8:18:30 PM,24,Sink 2,1.215,0.971,0.244
3/27 8:44:54 PM,42,Kitchen Sink,1.717,1.372,0.345
3/27 9:19:54 PM,72,Kitchen Sink,1.526,1.220,0.306
3/27 9:21:48 PM,66,Kitchen Sink,1.527,1.220,0.307
3/27 9:29:48 PM,84,Kitchen Sink,2.246,1.795,0.451
3/27 9:59:00 PM,12,Kitchen Sink,0.305,0.244,0.061
3/27 11:02:06 PM,264,Shower 1,3.502,2.799,0.703
3/27 11:37:18 PM,72,Sink 4,2.034,1.626,0.408
3/28 12:02:54 AM,246,Shower 1,2.006,1.603,0.403
3/28 12:08:36 AM,180,Kitchen Sink,1.06,0.847,0.213
3/28 12:59:06 AM,30,Kitchen Sink,0.42,0.336,0.084
3/28 1:01:00 AM,168,Kitchen Sink,1.56,1.246,0.314
3/28 6:12:00 AM,30,Sink 3,0.874,0.698,0.176
3/28 7:01:06 AM,6,CW,3.187,3.187,0.000
3/28 7:32:00 AM,618,Shower 1,3.239,2.588,0.651
3/28 8:15:24 AM,24,CW,1.571,1.571,0.000
3/28 8:52:30 AM,114,Sink 2,2.047,1.635,0.412
3/28 8:54:24 AM,66,Kitchen Sink,1.988,1.588,0.400
3/28 9:17:00 AM,6,Kitchen Sink,0.153,0.122,0.031
3/28 9:29:36 AM,66,CW,3.395,3.395,0.000
3/28 9:44:18 AM,66,Kitchen Sink,1.268,1.013,0.255
3/28 9:46:12 AM,24,Kitchen Sink,0.619,0.495,0.124
3/28 10:06:12 AM,90,Kitchen Sink,1.171,0.936,0.235
3/28 10:08:06 AM,90,Kitchen Sink,1.558,1.245,0.313
3/28 10:29:00 AM,54,Kitchen Sink,1.694,1.353,0.341
3/28 10:30:54 AM,120,Kitchen Sink,0.526,0.420,0.106
3/28 10:37:18 AM,78,Kitchen Sink,1.148,0.917,0.231
3/28 11:19:00 AM,6,Kitchen Sink,1.051,0.840,0.211
3/28 11:38:00 AM,12,Kitchen Sink,1.028,0.821,0.207
3/28 11:45:24 AM,36,Kitchen Sink,0.756,0.604,0.152
3/28 12:21:12 PM,528,Shower 1,1.478,1.181,0.297
3/28 12:43:54 PM,6,Kitchen Sink,0.188,0.150,0.038
3/28 1:05:30 PM,30,Kitchen Sink,2.125,1.698,0.427
3/28 1:11:06 PM,24,Kitchen Sink,1.138,0.909,0.229
3/28 1:13:00 PM,120,Kitchen Sink,0.667,0.533,0.134
3/28 1:14:54 PM,78,Sink 2,1.14,0.911,0.229
3/28 1:22:06 PM,102,Sink 3,1.402,1.120,0.282
3/28 1:22:48 PM,60,Sink 3,1.696,1.355,0.341
3/28 1:43:00 PM,96,Kitchen Sink,1.799,1.437,0.362
3/28 2:10:00 PM,36,CW,2.325,2.325,0.000
3/28 2:49:54 PM,6,Sink 2,0.079,0.063,0.016
3/28 2:50:06 PM,6,Sink 3,2.313,1.848,0.465
3/28 3:24:18 PM,18,CW,3.192,3.192,0.000
3/28 5:04:12 PM,72,Sink 4,1.257,1.004,0.253
3/28 5:04:24 PM,6,Sink 3,1.114,0.890,0.224
3/28 5:06:18 PM,126,Kitchen Sink,0.049,0.039,0.010
3/28 7:09:54 PM,42,Kitchen Sink,0.768,0.614,0.154
3/28 7:16:48 PM,6,Kitchen Sink,0.007,0.006,0.001
3/28 7:18:48 PM,6,Sink 4,0.877,0.701,0.176
3/28 7:20:42 PM,6,Kitchen Sink,0.987,0.789,0.198
3/28 7:22:36 PM,72,Sink 3,0.708,0.566,0.142
3/28 7:24:30 PM,72,Kitchen Sink,0.939,0.750,0.189
3/28 7:26:30 PM,114,Sink 3,1.511,1.207,0.304
3/28 7:28:24 PM,6,Kitchen Sink,0.603,0.482,0.121
3/28 7:50:30 PM,54,Kitchen Sink,0.738,0.590,0.148
3/28 7:57:30 PM,360,Bath 2,5.442,4.348,1.094
3/28 8:03:48 PM,24,Kitchen Sink,0.536,0.428,0.108
3/28 8:05:48 PM,174,Kitchen Sink,1.218,0.973,0.245
3/28 8:35:18 PM,84,Sink 2,2.145,1.714,0.431
3/28 8:56:42 PM,12,Kitchen Sink,0.791,0.632,0.159
3/28 9:50:36 PM,6,Kitchen Sink,0.024,0.019,0.005
3/28 10:30:06 PM,6,Kitchen Sink,0.382,0.305,0.077
3/28 10:51:54 PM,30,Kitchen Sink,1.848,1.476,0.372
3/28 10:53:54 PM,186,Kitchen Sink,1.788,1.428,0.360
3/28 10:55:48 PM,78,Kitchen Sink,0.653,0.522,0.131
3/28 11:43:12 PM,54,Kitchen Sink,0.049,0.039,0.010
3/29 2:44:24 AM,54,Kitchen Sink,0.892,0.712,0.180
3/29 4:24:06 AM,42,Kitchen Sink,1.787,1.427,0.360
3/29 4:37:18 AM,492,Shower 1,0.286,0.228,0.058
3/29 6:52:06 AM,24,Kitchen Sink,0.791,0.632,0.159
3/29 6:54:00 AM,72,Kitchen Sink,1.364,1.089,0.275
3/29 6:56:00 AM,36,Kitchen Sink,0.049,0.039,0.010
3/29 6:57:54 AM,6,Kitchen Sink,2.653,2.119,0.534
3/29 6:59:48 AM,24,Kitchen Sink,1.004,0.802,0.202
3/29 8:23:30 AM,594,Shower 1,1.648,1.316,0.332
3/29 9:29:36 AM,6,Kitchen Sink,2.444,1.952,0.492
3/29 9:31:30 AM,6,Sink 3,0.383,0.306,0.077
3/29 9:33:24 AM,24,Kitchen Sink,1.355,1.082,0.273
3/29 9:39:30 AM,120,Sink 3,1.071,0.855,0.216
3/29 9:41:24 AM,6,Sink 2,0.231,0.184,0.047
3/29 9:43:24 AM,30,Kitchen Sink,1.157,0.924,0.233
3/29 9:45:18 AM,18,Sink 2,1.132,0.904,0.228
3/29 9:49:18 AM,42,Sink 2,0.381,0.304,0.077
3/29 10:08:30 AM,84,DW1,1.173,1.173,0.000
3/29 10:18:18 AM,84,DW1,1.237,1.237,0.000
3/29 10:28:06 AM,66,DW1,1.085,1.085,0.000
3/29 10:37:54 AM,72,DW1,1.388,1.388,0.000
3/29 10:47:06 AM,6,Kitchen Sink,1.331,1.063,0.268
3/29 11:33:24 AM,48,Kitchen Sink,0.737,0.589,0.148
3/29 11:41:18 AM,120,Sink 4,0.258,0.206,0.052
3/29 12:01:18 PM,66,Kitchen Sink,0.915,0.731,0.184
3/29 1:15:18 PM,48,DW1,1.048,1.048,0.000
3/29 1:25:06 PM,42,DW1,1.273,1.273,0.000
3/29 1:34:54 PM,114,DW1,1.579,1.579,0.000
3/29 1:44:36 PM,102,DW1,1.107,1.107,0.000
3/29 2:05:48 PM,24,Sink 3,0.332,0.265,0.067
3/29 3:41:54 PM,6,Kitchen Sink,2.021,1.614,0.407
3/29 3:58:36 PM,48,Kitchen Sink,0.227,0.181,0.046
3/29 4:21:06 PM,12,Kitchen Sink,1.739,1.389,0.350
3/29 4:23:06 PM,30,Sink 3,1.821,1.454,0.367
3/29 4:52:12 PM,24,Sink 3,0.366,0.292,0.074
3/29 5:16:48 PM,78,Sink 4,1.452,1.160,0.292
3/29 5:39:00 PM,42,Sink 2,0.264,0.211,0.053
3/29 5:41:00 PM,84,Sink 2,0.706,0.564,0.142
3/29 5:42:18 PM,66,Kitchen Sink,0.784,0.626,0.158
3/29 6:02:00 PM,6,Sink 4,0.351,0.280,0.071
3/29 6:03:54 PM,36,Sink 4,0.969,0.774,0.195
3/29 6:57:12 PM,12,Kitchen Sink,1.703,1.360,0.343
3/29 6:59:48 PM,6,Kitchen Sink,0.597,0.477,0.120
3/29 7:02:48 PM,6,Kitchen Sink,0.091,0.073,0.018
3/29 7:26:48 PM,36,Sink 2,1.543,1.232,0.311
3/29 7:28:42 PM,12,Kitchen Sink,1.564,1.249,0.315
3/29 7:34:18 PM,24,Kitchen Sink,0.12,0.096,0.024
3/29 7:36:12 PM,6,Kitchen Sink,0.108,0.086,0.022
3/29 7:36:24 PM,24,Kitchen Sink,0.046,0.037,0.009
3/29 7:38:06 PM,42,Kitchen Sink,0.606,0.484,0.122
3/29 8:06:48 PM,6,Kitchen Sink,0.009,0.007,0.002
3/29 8:08:42 PM,72,Kitchen Sink,1.788,1.428,0.360
3/29 8:09:12 PM,12,Kitchen Sink,0.855,0.683,0.172
3/29 8:11:06 PM,42,Sink 2,0.834,0.666,0.168
3/29 8:17:30 PM,564,Shower 1,2.861,2.285,0.576
3/29 8:25:00 PM,264,Shower 1,2.047,1.635,0.412
3/29 8:30:36 PM,18,Kitchen Sink,1.219,0.973,0.246
3/29 8:49:24 PM,114,Kitchen Sink,0.295,0.236,0.059
3/29 8:54:48 PM,12,Sink 4,0.636,0.508,0.128
3/29 8:55:24 PM,18,Kitchen Sink,0.054,0.043,0.011
3/29 9:31:00 PM,42,Kitchen Sink,0.802,0.640,0.162
3/29 11:32:00 PM,84,Sink 3,1.588,1.268,0.320
3/30 1:24:00 AM,6,Kitchen Sink,0.03,0.024,0.006
3/30 2:16:36 AM,138,Kitchen Sink,1.524,1.217,0.307
3/30 3:56:30 AM,6,Sink 3,0.286,0.228,0.058
3/30 3:58:24 AM,6,Kitchen Sink,0.328,0.262,0.066
3/30 4:00:24 AM,30,Kitchen Sink,0.054,0.043,0.011
3/30 4:02:18 AM,24,Kitchen Sink,0.336,0.268,0.068
3/30 5:16:42 AM,72,CW,2.272,2.272,0.000
3/30 5:18:48 AM,600,Shower 1,2.263,1.806,0.457
3/30 5:21:42 AM,60,CW,1.194,1.194,0.000
3/30 7:47:06 AM,108,Kitchen Sink,1.491,1.190,0.301
3/30 7:49:00 AM,66,Kitchen Sink,1.798,1.435,0.363
3/30 7:57:48 AM,54,Kitchen Sink,1.149,0.917,0.232
3/30 8:07:42 AM,18,Kitchen Sink,0.68,0.543,0.137
3/30 8:08:30 AM,18,Sink 4,1.468,1.172,0.296
3/30 8:09:06 AM,6,Kitchen Sink,0.157,0.125,0.032
3/30 8:10:24 AM,6,Kitchen Sink,0.427,0.341,0.086
3/30 8:11:00 AM,18,Sink 2,1.4,1.118,0.282
3/30 8:12:24 AM,66,Kitchen Sink,1.745,1.393,0.352
3/30 8:12:42 AM,486,Shower 1,3,2.395,0.605
3/30 8:13:00 AM,108,Sink 4,0.714,0.570,0.144
3/30 8:14:54 AM,60,Kitchen Sink,0.79,0.631,0.159
3/30 8:16:48 AM,120,Kitchen Sink,1.162,0.928,0.234
3/30 8:18:48 AM,42,Sink 4,0.758,0.605,0.153
3/30 8:20:42 AM,6,Kitchen Sink,0.381,0.304,0.077
3/30 8:22:36 AM,108,Sink 2,0.373,0.298,0.075
3/30 8:43:30 AM,24,Kitchen Sink,1.002,0.800,0.202
3/30 8:45:30 AM,150,Sink 4,1.044,0.833,0.211
3/30 8:47:24 AM,42,Sink 3,1.109,0.885,0.224
3/30 8:49:18 AM,168,Kitchen Sink,1.621,1.294,0.327
3/30 9:09:06 AM,600,Shower 1,1.547,1.235,0.312
3/30 10:15:30 AM,36,Kitchen Sink,1.612,1.287,0.325
3/30 10:17:24 AM,54,Kitchen Sink,2.211,1.765,0.446
3/30 10:19:18 AM,18,Sink 4,2.124,1.695,0.429
3/30 10:21:18 AM,6,Sink 2,1.966,1.569,0.397
3/30 10:23:12 AM,6,Kitchen Sink,0.18,0.144,0.036
3/30 11:08:30 AM,96,Kitchen Sink,0.58,0.463,0.117
3/30 11:08:48 AM,12,Kitchen Sink,0.977,0.780,0.197
3/30 11:38:00 AM,6,Kitchen Sink,0.886,0.707,0.179
3/30 11:50:42 AM,276,Shower 1,1.576,1.258,0.318
3/30 11:52:30 AM,18,Kitchen Sink,2.481,1.980,0.501
3/30 11:57:54 AM,6,Kitchen Sink,0.023,0.018,0.005
3/30 1:28:48 PM,48,Kitchen Sink,1.268,1.012,0.256
3/30 3:43:06 PM,66,CW,2.076,2.076,0.000
3/30 3:44:42 PM,432,Shower 1,2.416,1.929,0.487
3/30 4:04:06 PM,6,Kitchen Sink,1.072,0.856,0.216
3/30 4:38:54 PM,18,Sink 4,1.515,1.209,0.306
3/30 4:41:48 PM,6,Kitchen Sink,0.532,0.425,0.107
3/30 4:43:42 PM,6,Kitchen Sink,1.93,1.541,0.389
3/30 4:50:00 PM,12,Sink 3,1.373,1.096,0.277
3/30 4:50:24 PM,12,Kitchen Sink,1.763,1.407,0.356
3/30 4:51:54 PM,18,Kitchen Sink,0.056,0.045,0.011
3/30 4:52:48 PM,12,Kitchen Sink,1.319,1.053,0.266
3/30 4:53:48 PM,18,Sink 2,1.61,1.285,0.325
3/30 4:54:48 PM,6,Kitchen Sink,1.675,1.337,0.338
3/30 4:56:42 PM,6,Kitchen Sink,1.316,1.050,0.266
3/30 4:57:24 PM,42,CW,1.639,1.639,0.000
3/30 4:58:36 PM,72,Kitchen Sink,1.237,0.987,0.250
3/30 5:00:36 PM,30,Kitchen Sink,0.047,0.038,0.009
3/30 5:02:30 PM,12,Sink 3,2.022,1.614,0.408
3/30 5:04:24 PM,12,Kitchen Sink,1.483,1.184,0.299
3/30 5:06:24 PM,12,Kitchen Sink,0.858,0.685,0.173
3/30 5:08:18 PM,42,Kitchen Sink,0.499,0.398,0.101
3/30 5:11:24 PM,108,Kitchen Sink,1.137,0.908,0.229
3/30 5:12:54 PM,24,Kitchen Sink,1.687,1.347,0.340
3/30 5:14:48 PM,6,Kitchen Sink,0.14,0.112,0.028
3/30 5:16:42 PM,78,Sink 2,0.703,0.561,0.142
3/30 5:40:24 PM,54,Kitchen Sink,1.892,1.510,0.382
3/30 6:34:30 PM,30,Kitchen Sink,1.89,1.509,0.381
3/30 6:51:24 PM,24,Kitchen Sink,0.047,0.038,0.009
3/30 7:05:48 PM,330,Bath 1,5.117,4.085,1.032
3/30 8:27:54 PM,36,Sink 3,1.129,0.901,0.228
3/30 10:42:18 PM,12,Kitchen Sink,1.517,1.211,0.306
3/30 10:44:18 PM,18,Kitchen Sink,1.897,1.514,0.383
3/30 10:46:12 PM,42,Kitchen Sink,2.209,1.763,0.446
3/30 10:48:12 PM,12,Kitchen Sink,1.436,1.146,0.290
3/30 10:50:06 PM,6,Sink 2,2.836,2.264,0.572
3/30 10:52:00 PM,18,Kitchen Sink,0.806,0.643,0.163
3/30 10:54:00 PM,12,Kitchen Sink,1.154,0.921,0.233
3/30 11:39:24 PM,30,Sink 4,0.681,0.544,0.137
3/30 11:39:36 PM,18,Kitchen Sink,0.865,0.690,0.175
3/30 11:41:24 PM,6,Kitchen Sink,0.529,0.422,0.107
3/30 11:41:30 PM,18,Kitchen Sink,1.003,0.801,0.202
3/30 11:43:24 PM,78,Sink 2,0.461,0.368,0.093
3/30 11:45:24 PM,6,Kitchen Sink,0.201,0.160,0.041
3/31 5:42:12 AM,156,Kitchen Sink,0.056,0.045,0.011
3/31 5:44:06 AM,90,Kitchen Sink,1.6,1.277,0.323
3/31 5:46:00 AM,54,Kitchen Sink,0.998,0.796,0.202
3/31 5:48:00 AM,36,Sink 4,1.958,1.562,0.396
3/31 5:49:54 AM,72,Kitchen Sink,1.38,1.101,0.279
3/31 5:51:48 AM,6,Kitchen Sink,1.034,0.825,0.209
3/31 5:53:48 AM,30,Kitchen Sink,1.059,0.845,0.214
3/31 6:23:42 AM,102,Kitchen Sink,0.814,0.649,0.165
3/31 6:30:06 AM,36,Kitchen Sink,1.827,1.458,0.369
3/31 8:31:48 AM,12,Kitchen Sink,1.461,1.166,0.295
3/31 8:33:42 AM,12,Kitchen Sink,1.519,1.212,0.307
3/31 8:35:42 AM,6,Kitchen Sink,0.829,0.661,0.168
3/31 8:37:36 AM,6,Sink 4,1.755,1.400,0.355
3/31 8:38:54 AM,66,Kitchen Sink,1.468,1.171,0.297
3/31 9:05:30 AM,36,Kitchen Sink,1.482,1.182,0.300
3/31 9:07:24 AM,60,Sink 2,1.216,0.970,0.246
3/31 9:09:24 AM,24,Kitchen Sink,0.965,0.770,0.195
3/31 9:12:48 AM,66,Sink 4,1.042,0.831,0.211
3/31 9:14:42 AM,12,Sink 2,0.127,0.101,0.026
3/31 9:16:36 AM,60,Kitchen Sink,0.692,0.552,0.140
3/31 9:18:36 AM,6,Kitchen Sink,0.414,0.330,0.084
3/31 9:20:30 AM,12,Kitchen Sink,1.132,0.903,0.229
3/31 9:22:24 AM,18,Sink 2,1.374,1.096,0.278
3/31 9:24:30 AM,6,Kitchen Sink,2.935,2.342,0.593
3/31 9:26:42 AM,6,Sink 2,0.812,0.648,0.164
3/31 9:28:42 AM,42,Kitchen Sink,1.718,1.371,0.347
3/31 9:30:36 AM,6,Sink 4,0.592,0.472,0.120
3/31 9:38:36 AM,6,Kitchen Sink,0.872,0.696,0.176
3/31 9:40:30 AM,36,Kitchen Sink,1.262,1.007,0.255
3/31 9:42:30 AM,168,Kitchen Sink,0.991,0.791,0.200
3/31 9:43:42 AM,66,CW,2.381,2.381,0.000
3/31 9:45:00 AM,6,Kitchen Sink,0.319,0.255,0.064
3/31 9:55:00 AM,36,Kitchen Sink,1.212,0.967,0.245
3/31 10:07:42 AM,60,Sink 3,1.088,0.868,0.220
3/31 10:21:18 AM,30,Sink 3,2.134,1.703,0.431
3/31 10:40:00 AM,66,DW1,1.652,1.652,0.000
3/31 10:49:48 AM,90,DW1,1.125,1.125,0.000
3/31 10:59:36 AM,96,DW1,1.216,1.216,0.000
3/31 11:09:24 AM,66,DW1,1.387,1.387,0.000
3/31 11:50:24 AM,6,Kitchen Sink,1.682,1.342,0.340
3/31 12:16:30 PM,672,Shower 1,1.975,1.576,0.399
3/31 12:44:00 PM,6,Kitchen Sink,0.305,0.243,0.062
3/31 12:46:00 PM,6,Kitchen Sink,0.354,0.282,0.072
3/31 12:47:54 PM,42,Kitchen Sink,1.232,0.983,0.249
3/31 12:49:48 PM,12,Kitchen Sink,1.752,1.398,0.354
3/31 12:51:48 PM,42,Sink 2,0.605,0.483,0.122
3/31 12:53:42 PM,192,Sink 4,0.555,0.443,0.112
3/31 12:55:36 PM,30,Kitchen Sink,0.686,0.547,0.139
3/31 12:57:36 PM,12,Kitchen Sink,2.016,1.609,0.407
3/31 12:59:30 PM,6,Sink 4,0.37,0.295,0.075
3/31 1:28:54 PM,66,CW,1.132,1.132,0.000
3/31 1:59:18 PM,60,Kitchen Sink,0.323,0.258,0.065
3/31 2:01:18 PM,6,Kitchen Sink,0.201,0.160,0.041
3/31 2:03:12 PM,36,Sink 3,1.506,1.202,0.304
3/31 2:21:48 PM,24,Kitchen Sink,1.887,1.506,0.381
3/31 2:23:48 PM,18,Sink 2,1.664,1.328,0.336
3/31 2:25:42 PM,12,Kitchen Sink,1.792,1.430,0.362
3/31 2:58:12 PM,24,Kitchen Sink,0.795,0.634,0.161
3/31 3:37:12 PM,6,Kitchen Sink,0.061,0.049,0.012
3/31 3:39:06 PM,150,Kitchen Sink,1.67,1.333,0.337
3/31 4:28:00 PM,18,Sink 3,1.021,0.815,0.206
3/31 4:59:12 PM,6,Kitchen Sink,0.065,0.052,0.013
3/31 5:01:06 PM,30,Sink 3,1.012,0.807,0.205
3/31 5:01:54 PM,60,Sink 4,1,0.798,0.202
3/31 5:03:06 PM,54,Sink 2,1.128,0.900,0.228
3/31 5:05:00 PM,72,Sink 4,1.968,1.570,0.398
3/31 5:06:54 PM,48,Kitchen Sink,1.657,1.322,0.335
3/31 5:18:24 PM,12,Sink 3,2.039,1.627,0.412
3/31 6:11:48 PM,48,Kitchen Sink,0.446,0.356,0.090
3/31 6:13:42 PM,18,Kitchen Sink,1.209,0.965,0.244
3/31 6:14:24 PM,66,Kitchen Sink,1.076,0.859,0.217
3/31 6:31:24 PM,66,Kitchen Sink,1.159,0.925,0.234
3/31 6:59:54 PM,66,CW,3.248,3.248,0.000
3/31 7:10:54 PM,6,Kitchen Sink,0.742,0.592,0.150
3/31 7:25:48 PM,678,Shower 1,2.243,1.790,0.453
3/31 9:17:36 PM,42,Kitchen Sink,0.051,0.041,0.010
3/31 9:19:36 PM,30,Kitchen Sink,1.362,1.087,0.275
3/31 10:21:18 PM,12,Kitchen Sink,2.116,1.688,0.428
3/31 10:22:00 PM,84,Sink 3,0.228,0.182,0.046
3/31 10:29:24 PM,18,Kitchen Sink,1.36,1.085,0.275
3/31 11:51:48 PM,6,Kitchen Sink,0.962,0.768,0.194
3/31 11:53:42 PM,42,Sink 2,0.099,0.079,0.020
4/1 2:00:54 AM,36,Kitchen Sink,1.876,1.496,0.380
4/1 6:17:00 AM,72,CW,2.341,2.341,0.000
4/1 6:39:06 AM,72,CW,1.996,1.996,0.000
4/1 7:31:18 AM,12,CW,1.817,1.817,0.000
4/1 8:45:30 AM,72,CW,1.999,1.999,0.000
4/1 8:47:00 AM,42,Kitchen Sink,0.313,0.250,0.063
4/1 8:48:54 AM,18,Kitchen Sink,0.994,0.793,0.201
4/1 8:50:54 AM,6,Kitchen Sink,0.279,0.223,0.056
4/1 8:52:18 AM,54,CW,2.13,2.130,0.000
4/1 9:21:12 AM,6,Sink 2,0.281,0.224,0.057
4/1 9:21:48 AM,6,Kitchen Sink,1.426,1.137,0.289
4/1 9:41:42 AM,6,Sink 3,0.704,0.561,0.143
4/1 10:04:36 AM,54,Sink 3,1.379,1.100,0.279
4/1 10:37:18 AM,6,Sink 3,0.286,0.228,0.058
4/1 10:39:12 AM,6,Kitchen Sink,1.784,1.423,0.361
4/1 10:41:06 AM,30,Kitchen Sink,1.227,0.979,0.248
4/1 10:46:06 AM,54,Sink 4,0.865,0.690,0.175
4/1 12:24:30 PM,6,Kitchen Sink,0.457,0.364,0.093
4/1 12:26:30 PM,18,Kitchen Sink,1.153,0.920,0.233
4/1 12:28:24 PM,6,Sink 2,1.934,1.542,0.392
4/1 12:30:18 PM,36,Kitchen Sink,0.46,0.367,0.093
4/1 12:32:18 PM,6,Kitchen Sink,0.75,0.598,0.152
4/1 12:34:12 PM,66,Sink 4,1.298,1.035,0.263
4/1 12:44:12 PM,48,Kitchen Sink,1.767,1.409,0.358
4/1 1:38:30 PM,24,Kitchen Sink,1.133,0.904,0.229
4/1 1:40:30 PM,24,Sink 4,1.066,0.850,0.216
4/1 1:42:24 PM,6,Kitchen Sink,1.255,1.001,0.254
4/1 1:44:18 PM,24,Sink 4,0.054,0.043,0.011
