Time,Duration,Fixture,Combined,Hot,Cold
4/18 5:34:42 PM,72,Sink 2,0.885,0.700,0.185
4/18 6:07:36 PM,6,Kitchen Sink,0.077,0.061,0.016
4/18 6:11:18 PM,72,Sink 4,0.901,0.712,0.189
4/18 6:29:36 PM,54,Kitchen Sink,1.345,1.064,0.281
4/18 6:44:24 PM,30,Kitchen Sink,0.791,0.625,0.166
4/18 6:48:12 PM,12,Sink 2,0.368,0.291,0.077
4/18 6:58:48 PM,18,CW,2.426,2.426,0.000
4/18 8:13:06 PM,12,CW,3.805,3.805,0.000
4/18 8:20:18 PM,6,Sink 2,0.004,0.003,0.001
4/18 8:22:12 PM,150,Kitchen Sink,1.034,0.818,0.216
4/18 8:24:06 PM,6,Kitchen Sink,2.228,1.762,0.466
4/18 8:31:54 PM,18,Kitchen Sink,1.265,1.000,0.265
4/18 8:33:48 PM,12,Kitchen Sink,0.992,0.784,0.208
4/18 8:35:42 PM,6,Kitchen Sink,0.849,0.671,0.178
4/18 9:30:30 PM,264,Shower 1,2.477,1.959,0.518
4/18 10:22:06 PM,30,Kitchen Sink,0.77,0.609,0.161
4/18 10:24:00 PM,6,Kitchen Sink,0.108,0.085,0.023
4/18 10:26:00 PM,6,Sink 3,0.445,0.352,0.093
4/18 10:27:18 PM,150,Kitchen Sink,1.375,1.087,0.288
4/18 10:30:36 PM,156,Kitchen Sink,1.38,1.091,0.289
4/18 10:32:30 PM,6,Kitchen Sink,1.779,1.407,0.372
4/18 11:32:42 PM,12,Kitchen Sink,0.948,0.750,0.198
4/19 5:13:00 AM,18,Kitchen Sink,1.623,1.283,0.340
4/19 5:14:54 AM,6,Kitchen Sink,1.33,1.051,0.279
4/19 5:16:48 AM,54,Kitchen Sink,1.344,1.062,0.282
4/19 6:51:54 AM,150,Sink 2,0.051,0.040,0.011
4/19 6:52:42 AM,48,Kitchen Sink,0.172,0.136,0.036
4/19 7:15:42 AM,6,Kitchen Sink,1.16,0.917,0.243
4/19 7:17:36 AM,36,Kitchen Sink,1.542,1.219,0.323
4/19 7:21:36 AM,12,Kitchen Sink,0.838,0.662,0.176
4/19 7:23:30 AM,6,Sink 3,0.61,0.482,0.128
4/19 7:25:24 AM,18,Kitchen Sink,0.302,0.239,0.063
4/19 7:27:24 AM,6,Sink 4,0.586,0.463,0.123
4/19 7:29:18 AM,6,Kitchen Sink,0.258,0.204,0.054
4/19 7:31:12 AM,12,Kitchen Sink,1.043,0.824,0.219
4/19 9:01:30 AM,12,Kitchen Sink,1.61,1.272,0.338
4/19 9:12:12 AM,12,Sink 3,0.422,0.334,0.088
4/19 9:14:06 AM,42,Kitchen Sink,0.945,0.747,0.198
4/19 9:16:06 AM,72,Kitchen Sink,1.501,1.186,0.315
4/19 10:18:30 AM,6,Sink 3,0.253,0.200,0.053
4/19 10:30:00 AM,198,Kitchen Sink,1.482,1.171,0.311
4/19 10:31:54 AM,78,Kitchen Sink,1.233,0.974,0.259
4/19 10:33:48 AM,30,Sink 2,1.379,1.090,0.289
4/19 10:39:54 AM,90,Kitchen Sink,1.967,1.555,0.412
4/19 1:21:06 PM,60,Sink 4,1.622,1.282,0.340
4/19 1:34:30 PM,72,Kitchen Sink,1.597,1.262,0.335
4/19 1:36:30 PM,30,Sink 3,1.727,1.365,0.362
4/19 1:38:24 PM,42,Kitchen Sink,1.95,1.541,0.409
4/19 2:02:12 PM,6,Kitchen Sink,0.452,0.357,0.095
4/19 2:12:30 PM,30,Kitchen Sink,1.215,0.960,0.255
4/19 2:14:24 PM,6,Kitchen Sink,0.241,0.190,0.051
4/19 2:16:24 PM,12,Kitchen Sink,1.172,0.926,0.246
4/19 7:38:48 PM,60,Sink 4,1.29,1.020,0.270
4/19 7:48:00 PM,6,Kitchen Sink,0.212,0.168,0.044
4/19 7:48:06 PM,12,Kitchen Sink,1.041,0.823,0.218
4/19 7:49:54 PM,24,Sink 4,0.369,0.292,0.077
4/19 7:50:06 PM,6,Kitchen Sink,1.13,0.893,0.237
4/19 7:53:00 PM,42,Kitchen Sink,0.811,0.641,0.170
4/19 8:06:36 PM,24,CW,2.62,2.620,0.000
4/19 9:19:18 PM,30,Sink 2,2.02,1.596,0.424
4/19 11:20:36 PM,18,Sink 2,0.89,0.703,0.187
4/19 11:22:30 PM,96,Kitchen Sink,1.038,0.820,0.218
4/19 11:39:12 PM,48,Kitchen Sink,1.085,0.857,0.228
4/20 12:50:48 AM,18,Kitchen Sink,1.106,0.874,0.232
4/20 1:33:48 AM,24,Kitchen Sink,0.983,0.776,0.207
4/20 6:43:36 AM,6,Sink 2,0.104,0.082,0.022
4/20 7:04:00 AM,12,Kitchen Sink,1.865,1.473,0.392
4/20 7:05:54 AM,30,Sink 3,1.169,0.923,0.246
4/20 7:07:54 AM,6,Kitchen Sink,0.371,0.293,0.078
4/20 7:09:48 AM,6,Sink 3,0.017,0.013,0.004
4/20 7:11:42 AM,150,Sink 4,1.985,1.568,0.417
4/20 7:51:12 AM,402,Shower 2,1.372,1.084,0.288
4/20 8:21:48 AM,228,Shower 1,3.365,2.658,0.707
4/20 10:07:30 AM,18,Kitchen Sink,0.901,0.712,0.189
4/20 11:57:36 AM,84,CW,2.548,2.548,0.000
4/20 3:28:00 PM,108,DW1,1.411,1.411,0.000
4/20 3:37:48 PM,108,DW1,2.009,2.009,0.000
4/20 3:47:36 PM,78,DW1,1.266,1.266,0.000
4/20 3:57:24 PM,78,DW1,1.651,1.651,0.000
4/20 4:06:48 PM,12,Sink 3,0.822,0.649,0.173
4/20 4:07:06 PM,84,DW1,1.253,1.253,0.000
4/20 4:08:42 PM,6,Kitchen Sink,0.126,0.100,0.026
4/20 4:28:18 PM,12,Kitchen Sink,1.236,0.976,0.260
4/20 4:30:12 PM,36,Kitchen Sink,1.338,1.057,0.281
4/20 4:32:12 PM,24,Kitchen Sink,1.343,1.061,0.282
4/20 4:37:12 PM,114,Kitchen Sink,0.05,0.039,0.011
4/20 4:57:30 PM,12,Sink 4,0.237,0.187,0.050
4/20 4:59:24 PM,18,Kitchen Sink,1.678,1.325,0.353
4/20 5:01:18 PM,6,Kitchen Sink,0.017,0.013,0.004
4/20 5:03:18 PM,54,Sink 3,2.107,1.664,0.443
4/20 5:05:12 PM,6,Kitchen Sink,0.821,0.648,0.173
4/20 5:07:06 PM,36,Kitchen Sink,1.307,1.032,0.275
4/20 5:42:48 PM,6,Kitchen Sink,0.542,0.428,0.114
4/20 5:45:18 PM,90,Sink 2,0.727,0.574,0.153
4/20 6:08:36 PM,12,Sink 2,0.909,0.718,0.191
4/20 6:40:30 PM,594,Shower 1,1.296,1.024,0.272
4/20 7:01:54 PM,90,DW1,1.569,1.569,0.000
4/20 7:11:36 PM,48,DW1,1.576,1.576,0.000
4/20 7:21:24 PM,84,DW1,1.369,1.369,0.000
4/20 7:45:42 PM,6,Kitchen Sink,0.012,0.009,0.003
4/20 7:48:36 PM,6,Kitchen Sink,1.688,1.333,0.355
4/20 7:50:30 PM,6,Kitchen Sink,0.216,0.171,0.045
4/20 7:52:30 PM,6,Sink 2,0.942,0.744,0.198
4/20 7:54:24 PM,18,Sink 4,1.137,0.898,0.239
4/20 7:56:18 PM,42,Kitchen Sink,1.249,0.987,0.262
4/20 7:58:18 PM,6,Kitchen Sink,1.099,0.868,0.231
4/20 8:00:12 PM,30,Kitchen Sink,0.051,0.040,0.011
4/20 8:02:06 PM,18,Sink 2,0.488,0.385,0.103
4/20 8:04:06 PM,6,Sink 3,0.017,0.013,0.004
4/20 10:34:42 PM,84,CW,1.719,1.719,0.000
4/20 11:02:30 PM,60,Kitchen Sink,1.286,1.016,0.270
4/21 3:49:42 AM,6,Kitchen Sink,0.128,0.101,0.027
4/21 3:51:36 AM,30,Sink 2,0.88,0.695,0.185
4/21 4:46:48 AM,48,Kitchen Sink,1.989,1.570,0.419
4/21 4:48:42 AM,12,Sink 4,1.214,0.958,0.256
4/21 6:01:36 AM,18,Sink 3,0.483,0.381,0.102
4/21 6:40:48 AM,1188,Shower 1,1.019,0.804,0.215
4/21 7:02:30 AM,918,Shower 1,2.052,1.620,0.432
4/21 7:33:06 AM,42,Sink 4,2.308,1.822,0.486
4/21 7:35:24 AM,18,Kitchen Sink,0.471,0.372,0.099
4/21 7:37:24 AM,24,Kitchen Sink,1.321,1.043,0.278
4/21 7:39:18 AM,30,Kitchen Sink,0.93,0.734,0.196
4/21 8:08:12 AM,30,Kitchen Sink,1.519,1.199,0.320
4/21 8:10:12 AM,18,Kitchen Sink,1.778,1.404,0.374
4/21 8:36:24 AM,24,Kitchen Sink,2.195,1.733,0.462
4/21 8:38:24 AM,6,Kitchen Sink,1.196,0.944,0.252
4/21 8:40:18 AM,72,Kitchen Sink,1.098,0.867,0.231
4/21 8:42:12 AM,96,Kitchen Sink,1.927,1.521,0.406
4/21 8:44:48 AM,120,Kitchen Sink,1.111,0.877,0.234
4/21 9:07:54 AM,30,Kitchen Sink,1.104,0.871,0.233
4/21 9:09:54 AM,78,Kitchen Sink,0.703,0.555,0.148
4/21 9:11:48 AM,66,Kitchen Sink,1.246,0.984,0.262
4/21 9:12:42 AM,78,CW,2.122,2.122,0.000
4/21 9:13:42 AM,6,Kitchen Sink,1.64,1.295,0.345
4/21 9:15:42 AM,12,Kitchen Sink,1.773,1.400,0.373
4/21 9:17:42 AM,54,CW,1.714,1.714,0.000
4/21 9:22:36 AM,54,CW,2.581,2.581,0.000
4/21 9:42:24 AM,12,Sink 3,1.359,1.073,0.286
4/21 9:47:24 AM,24,Sink 3,1.323,1.044,0.279
4/21 9:51:48 AM,30,Sink 4,0.054,0.043,0.011
4/21 10:43:36 AM,18,Sink 3,1.165,0.920,0.245
4/21 2:56:48 PM,12,Sink 4,0.669,0.528,0.141
4/21 3:47:18 PM,54,Sink 4,1.941,1.532,0.409
4/21 3:49:12 PM,6,Kitchen Sink,0.05,0.039,0.011
4/21 3:51:12 PM,6,Kitchen Sink,0.016,0.013,0.003
4/21 3:53:06 PM,48,Kitchen Sink,0.657,0.519,0.138
4/21 3:55:00 PM,6,Sink 3,0.578,0.456,0.122
4/21 3:57:00 PM,60,Sink 3,2.067,1.632,0.435
4/21 3:58:54 PM,6,Sink 3,0.785,0.620,0.165
4/21 4:21:00 PM,66,Kitchen Sink,0.394,0.311,0.083
4/21 4:26:06 PM,42,Sink 3,1.198,0.946,0.252
4/21 5:38:48 PM,24,Kitchen Sink,1.234,0.974,0.260
4/21 5:40:42 PM,6,Kitchen Sink,1.002,0.791,0.211
4/21 5:42:36 PM,6,Kitchen Sink,0.71,0.560,0.150
4/21 5:52:06 PM,102,Kitchen Sink,1.406,1.110,0.296
4/21 6:09:48 PM,30,Sink 2,1.204,0.950,0.254
4/21 6:11:42 PM,12,Sink 4,0.419,0.331,0.088
4/21 6:22:00 PM,24,Kitchen Sink,1.396,1.102,0.294
4/21 6:24:00 PM,54,Kitchen Sink,0.419,0.331,0.088
4/21 6:31:12 PM,6,Sink 3,0.197,0.156,0.041
4/21 6:33:06 PM,42,Sink 4,1.487,1.174,0.313
4/21 6:42:24 PM,36,Sink 4,2.275,1.796,0.479
4/21 6:58:30 PM,84,Kitchen Sink,1.356,1.070,0.286
4/21 7:00:24 PM,12,Sink 2,1.871,1.477,0.394
4/21 7:34:30 PM,12,Sink 3,0.304,0.240,0.064
4/21 7:36:24 PM,12,Sink 4,2.335,1.843,0.492
4/21 7:56:24 PM,6,Sink 3,0.24,0.189,0.051
4/21 9:21:48 PM,42,Kitchen Sink,1.127,0.890,0.237
4/21 9:23:48 PM,24,Sink 2,0.941,0.743,0.198
4/21 9:34:18 PM,36,Sink 2,1.023,0.808,0.215
4/21 9:36:18 PM,60,Kitchen Sink,1.561,1.232,0.329
4/21 10:41:54 PM,66,Sink 3,1.302,1.028,0.274
4/21 10:44:24 PM,30,Kitchen Sink,1.143,0.902,0.241
4/22 2:38:54 AM,6,Kitchen Sink,0.076,0.060,0.016
4/22 2:40:48 AM,6,Sink 4,1.062,0.838,0.224
4/22 4:02:24 AM,60,Kitchen Sink,1.679,1.325,0.354
4/22 6:22:48 AM,96,Kitchen Sink,0.759,0.599,0.160
4/22 6:24:42 AM,12,Sink 4,1.197,0.944,0.253
4/22 6:26:42 AM,24,Kitchen Sink,1.917,1.512,0.405
4/22 8:20:00 AM,6,Sink 4,0.507,0.400,0.107
4/22 8:21:54 AM,102,Kitchen Sink,0.545,0.430,0.115
4/22 8:33:24 AM,6,Kitchen Sink,0.158,0.125,0.033
4/22 9:06:12 AM,24,Kitchen Sink,1.315,1.037,0.278
4/22 9:08:06 AM,144,Sink 3,1.122,0.885,0.237
4/22 9:10:00 AM,84,Sink 4,0.849,0.670,0.179
4/22 9:12:00 AM,30,Sink 2,1.428,1.127,0.301
4/22 10:21:24 AM,12,Kitchen Sink,0.521,0.411,0.110
4/22 10:23:18 AM,36,Kitchen Sink,0.569,0.449,0.120
4/22 10:34:06 AM,24,Sink 2,0.755,0.596,0.159
4/22 10:36:00 AM,36,Kitchen Sink,2.253,1.777,0.476
4/22 10:38:00 AM,48,Sink 3,0.63,0.497,0.133
4/22 10:39:54 AM,72,Kitchen Sink,0.049,0.039,0.010
4/22 10:41:48 AM,42,Kitchen Sink,0.85,0.671,0.179
4/22 10:43:48 AM,36,Kitchen Sink,1.452,1.146,0.306
4/22 10:45:42 AM,18,Sink 4,1.969,1.553,0.416
4/22 10:47:36 AM,96,Kitchen Sink,0.452,0.357,0.095
4/22 10:49:36 AM,54,Sink 4,0.05,0.039,0.011
4/22 10:51:30 AM,30,Kitchen Sink,1.254,0.989,0.265
4/22 10:53:24 AM,42,Sink 2,1.58,1.246,0.334
4/22 10:55:24 AM,84,Kitchen Sink,2.084,1.644,0.440
4/22 11:30:30 AM,6,Sink 4,0.037,0.029,0.008
4/22 12:02:18 PM,66,Sink 3,0.884,0.697,0.187
4/22 12:04:18 PM,48,Sink 2,1.051,0.829,0.222
4/22 12:06:12 PM,60,Kitchen Sink,1.093,0.862,0.231
4/22 12:22:00 PM,60,DW1,1.392,1.392,0.000
4/22 12:31:48 PM,78,DW1,1.35,1.350,0.000
4/22 12:41:36 PM,90,DW1,1.324,1.324,0.000
4/22 12:51:24 PM,66,DW1,1.711,1.711,0.000
4/22 1:01:06 PM,102,DW1,1.288,1.288,0.000
4/22 1:10:54 PM,66,DW1,1.516,1.516,0.000
4/22 1:20:42 PM,120,DW1,1.259,1.259,0.000
4/22 1:46:18 PM,102,DW1,1.583,1.583,0.000
4/22 1:56:00 PM,102,DW1,1.357,1.357,0.000
4/22 2:05:48 PM,60,DW1,1.361,1.361,0.000
4/22 2:15:30 PM,18,Kitchen Sink,1.522,1.201,0.321
4/22 2:15:36 PM,72,DW1,1.484,1.484,0.000
4/22 2:25:24 PM,78,DW1,1.184,1.184,0.000
4/22 2:34:48 PM,24,Kitchen Sink,1.023,0.807,0.216
4/22 3:15:18 PM,6,Kitchen Sink,1.152,0.909,0.243
4/22 4:10:24 PM,114,Kitchen Sink,1.933,1.525,0.408
4/22 4:12:24 PM,18,Kitchen Sink,2.219,1.751,0.468
4/22 4:14:18 PM,6,Kitchen Sink,0.194,0.153,0.041
4/22 4:16:12 PM,108,Sink 3,1.057,0.834,0.223
4/22 4:18:12 PM,72,Kitchen Sink,1.016,0.802,0.214
4/22 4:19:36 PM,12,Kitchen Sink,1.227,0.968,0.259
4/22 4:20:06 PM,30,Kitchen Sink,0.652,0.514,0.138
4/22 4:21:30 PM,30,Kitchen Sink,0.994,0.784,0.210
4/22 4:22:00 PM,24,Kitchen Sink,0.709,0.559,0.150
4/22 4:24:00 PM,6,Kitchen Sink,0.579,0.457,0.122
4/22 4:25:54 PM,96,Kitchen Sink,2.08,1.641,0.439
4/22 4:27:48 PM,24,Kitchen Sink,1.785,1.408,0.377
4/22 4:29:48 PM,6,Sink 2,0.023,0.018,0.005
4/22 4:37:24 PM,24,Kitchen Sink,1.539,1.214,0.325
4/22 4:40:06 PM,18,Kitchen Sink,1.538,1.213,0.325
4/22 4:58:36 PM,30,Kitchen Sink,0.519,0.409,0.110
4/22 5:04:12 PM,24,Kitchen Sink,1.818,1.434,0.384
4/22 5:04:24 PM,6,Kitchen Sink,0.478,0.377,0.101
4/22 5:06:06 PM,18,Sink 3,1,0.789,0.211
4/22 5:10:42 PM,12,Kitchen Sink,1.277,1.007,0.270
4/22 5:11:42 PM,78,Kitchen Sink,1.252,0.988,0.264
4/22 5:12:36 PM,24,Kitchen Sink,1.752,1.382,0.370
4/22 5:14:36 PM,12,Kitchen Sink,1.667,1.315,0.352
4/22 5:16:30 PM,54,Sink 4,1.665,1.314,0.351
4/22 5:18:24 PM,126,Kitchen Sink,0.049,0.039,0.010
4/22 5:51:12 PM,54,Sink 3,0.868,0.685,0.183
4/22 5:53:12 PM,18,Sink 3,0.432,0.341,0.091
4/22 6:05:30 PM,12,Kitchen Sink,0.665,0.525,0.140
4/22 6:07:30 PM,48,Kitchen Sink,1.243,0.981,0.262
4/22 6:18:36 PM,18,Sink 3,1.484,1.171,0.313
4/22 7:05:18 PM,126,Kitchen Sink,0.977,0.771,0.206
4/22 7:14:24 PM,54,Kitchen Sink,1.474,1.163,0.311
4/22 7:33:30 PM,6,Kitchen Sink,0.081,0.064,0.017
4/22 7:55:48 PM,18,Kitchen Sink,2.295,1.811,0.484
4/22 7:57:48 PM,18,Sink 2,0.868,0.685,0.183
4/22 7:59:42 PM,36,Sink 2,0.538,0.424,0.114
4/22 8:07:06 PM,402,Shower 2,2.822,2.226,0.596
4/22 8:37:30 PM,6,Kitchen Sink,1.324,1.045,0.279
4/22 8:37:42 PM,264,Shower 1,2.714,2.141,0.573
4/22 8:39:24 PM,54,Kitchen Sink,1.367,1.078,0.289
4/22 8:58:54 PM,54,Kitchen Sink,0.611,0.482,0.129
4/22 9:17:36 PM,24,Sink 2,0.814,0.642,0.172
4/22 9:54:42 PM,114,Kitchen Sink,0.422,0.333,0.089
4/22 10:00:18 PM,42,Sink 2,1.453,1.146,0.307
4/23 12:49:12 AM,132,Sink 3,1.202,0.948,0.254
4/23 12:51:06 AM,36,Sink 2,1.458,1.150,0.308
4/23 12:53:00 AM,6,Sink 2,0.375,0.296,0.079
4/23 12:55:00 AM,12,Sink 2,0.153,0.121,0.032
4/23 12:56:54 AM,90,Kitchen Sink,1.536,1.211,0.325
4/23 12:58:48 AM,6,Kitchen Sink,1.518,1.197,0.321
4/23 1:00:48 AM,6,Sink 3,0.329,0.259,0.070
4/23 1:02:42 AM,6,Kitchen Sink,0.077,0.061,0.016
4/23 1:04:36 AM,30,Kitchen Sink,1.708,1.347,0.361
4/23 1:06:36 AM,18,Kitchen Sink,1.38,1.088,0.292
4/23 7:00:06 AM,102,Kitchen Sink,2.082,1.642,0.440
4/23 7:02:00 AM,60,Kitchen Sink,0.093,0.073,0.020
4/23 7:04:00 AM,42,Kitchen Sink,1.045,0.824,0.221
4/23 7:05:54 AM,12,Sink 3,0.565,0.445,0.120
4/23 8:10:24 AM,18,Kitchen Sink,0.415,0.327,0.088
4/23 8:15:48 AM,6,Sink 3,0.279,0.220,0.059
4/23 9:09:36 AM,408,Shower 2,3.098,2.443,0.655
4/23 10:09:00 AM,18,Kitchen Sink,0.371,0.293,0.078
4/23 10:10:54 AM,42,Kitchen Sink,0.418,0.330,0.088
4/23 10:12:54 AM,66,Kitchen Sink,1.059,0.835,0.224
4/23 10:14:48 AM,6,Kitchen Sink,1.486,1.172,0.314
4/23 10:16:42 AM,102,Kitchen Sink,1.399,1.103,0.296
4/23 10:18:30 AM,36,Kitchen Sink,2.042,1.610,0.432
4/23 10:50:24 AM,66,Sink 3,0.051,0.040,0.011
4/23 11:44:30 AM,6,Sink 3,0.245,0.193,0.052
4/23 1:45:30 PM,60,CW,2.32,2.320,0.000
4/23 1:50:30 PM,90,CW,1.584,1.584,0.000
4/23 2:14:30 PM,18,Kitchen Sink,2.065,1.628,0.437
4/23 2:23:42 PM,72,CW,1.986,1.986,0.000
4/23 3:25:42 PM,18,Sink 2,0.634,0.500,0.134
4/23 6:25:12 PM,72,DW1,1.245,1.245,0.000
4/23 6:32:12 PM,66,DW1,1.295,1.295,0.000
4/23 6:35:00 PM,78,DW1,1.466,1.466,0.000
4/23 6:42:00 PM,84,DW1,1.496,1.496,0.000
4/23 6:44:48 PM,102,DW1,1.21,1.210,0.000
4/23 6:51:48 PM,72,DW1,1.429,1.429,0.000
4/23 6:54:36 PM,84,DW1,1.191,1.191,0.000
4/23 7:01:36 PM,126,DW1,1.596,1.596,0.000
4/23 7:04:24 PM,114,DW1,1.525,1.525,0.000
4/23 7:14:06 PM,78,DW1,1.197,1.197,0.000
4/23 8:04:12 PM,48,Sink 4,0.047,0.037,0.010
4/23 8:26:24 PM,108,Sink 4,1.394,1.099,0.295
4/23 9:04:30 PM,36,Kitchen Sink,0.159,0.125,0.034
4/23 9:06:24 PM,96,Kitchen Sink,0.484,0.382,0.102
4/23 9:52:24 PM,42,Kitchen Sink,1.591,1.254,0.337
4/23 9:54:18 PM,6,Sink 4,0.035,0.028,0.007
4/23 9:56:18 PM,60,Kitchen Sink,1.305,1.029,0.276
4/23 9:58:12 PM,66,Kitchen Sink,2.27,1.790,0.480
4/23 10:00:06 PM,6,Kitchen Sink,1.365,1.076,0.289
4/23 11:19:12 PM,144,Sink 3,0.31,0.244,0.066
4/23 11:21:06 PM,6,Kitchen Sink,2.226,1.755,0.471
4/23 11:23:06 PM,66,Kitchen Sink,0.803,0.633,0.170
4/24 12:38:30 AM,138,Kitchen Sink,2.213,1.744,0.469
4/24 4:57:30 AM,18,Sink 2,0.907,0.715,0.192
4/24 4:59:30 AM,6,Kitchen Sink,0.377,0.297,0.080
4/24 6:13:36 AM,6,Kitchen Sink,0.03,0.024,0.006
4/24 6:51:00 AM,24,Kitchen Sink,2.366,1.864,0.502
4/24 8:12:06 AM,36,Kitchen Sink,2.323,1.830,0.493
4/24 8:52:12 AM,210,Shower 1,2.603,2.051,0.552
4/24 8:53:54 AM,6,Kitchen Sink,0.434,0.342,0.092
4/24 8:55:48 AM,6,Sink 2,0.026,0.020,0.006
4/24 9:09:48 AM,48,Kitchen Sink,0.414,0.326,0.088
4/24 9:09:54 AM,6,Kitchen Sink,0.115,0.091,0.024
4/24 9:11:48 AM,24,Kitchen Sink,0.587,0.463,0.124
4/24 9:19:30 AM,36,Kitchen Sink,1.28,1.009,0.271
4/24 9:23:36 AM,36,Kitchen Sink,0.167,0.132,0.035
4/24 11:00:30 AM,30,Kitchen Sink,0.255,0.201,0.054
4/24 12:26:00 PM,6,Kitchen Sink,0.064,0.050,0.014
4/24 12:41:36 PM,12,Kitchen Sink,0.574,0.452,0.122
4/24 1:06:42 PM,12,Sink 4,0.556,0.438,0.118
4/24 1:51:36 PM,24,Sink 4,0.771,0.608,0.163
4/24 3:28:30 PM,54,Sink 2,0.736,0.580,0.156
4/24 4:32:48 PM,6,Kitchen Sink,0.621,0.489,0.132
4/24 4:34:48 PM,144,Kitchen Sink,0.895,0.705,0.190
4/24 4:43:42 PM,108,CW,2.562,2.562,0.000
4/24 5:08:30 PM,324,Shower 1,2.345,1.848,0.497
4/24 6:34:00 PM,96,DW1,1.693,1.693,0.000
4/24 6:43:48 PM,96,DW1,1.464,1.464,0.000
4/24 6:53:36 PM,78,DW1,1.625,1.625,0.000
4/24 7:03:18 PM,72,DW1,1.26,1.260,0.000
4/24 7:13:06 PM,102,DW1,1.444,1.444,0.000
4/24 7:31:24 PM,48,DW1,1.287,1.287,0.000
4/24 7:41:12 PM,96,DW1,1.386,1.386,0.000
4/24 7:51:00 PM,96,DW1,1.313,1.313,0.000
4/24 8:00:48 PM,90,DW1,1.5,1.500,0.000
4/24 8:33:06 PM,312,Bath 2,4.816,3.795,1.021
4/24 8:53:42 PM,36,Kitchen Sink,0.909,0.716,0.193
4/24 10:39:00 PM,6,Kitchen Sink,1.354,1.067,0.287
4/24 11:52:18 PM,6,Kitchen Sink,0.209,0.165,0.044
4/25 2:41:54 AM,6,Kitchen Sink,0.013,0.010,0.003
4/25 9:13:24 AM,24,Sink 2,1.061,0.836,0.225
4/25 9:45:06 AM,6,Sink 2,0.112,0.088,0.024
4/25 9:49:42 AM,48,Sink 2,1.404,1.106,0.298
4/25 9:53:24 AM,72,CW,3.133,3.133,0.000
4/25 11:10:12 AM,78,Kitchen Sink,1.007,0.793,0.214
4/25 11:39:54 AM,300,Shower 1,2.759,2.173,0.586
4/25 1:27:30 PM,30,Kitchen Sink,0.657,0.517,0.140
4/25 1:29:30 PM,12,Kitchen Sink,0.549,0.432,0.117
4/25 1:31:24 PM,60,Sink 4,0.947,0.746,0.201
4/25 1:33:18 PM,54,Kitchen Sink,2.25,1.772,0.478
4/25 1:35:18 PM,90,Sink 4,1.057,0.832,0.225
4/25 1:37:12 PM,36,Kitchen Sink,1.992,1.569,0.423
4/25 1:37:36 PM,6,Kitchen Sink,0.573,0.451,0.122
4/25 1:39:06 PM,36,Kitchen Sink,1.214,0.956,0.258
4/25 1:39:30 PM,120,Kitchen Sink,1.532,1.206,0.326
4/25 1:41:06 PM,42,Kitchen Sink,1.114,0.877,0.237
4/25 1:43:00 PM,6,Kitchen Sink,0.005,0.004,0.001
4/25 1:44:54 PM,126,Kitchen Sink,0.887,0.698,0.189
4/25 1:46:54 PM,6,Kitchen Sink,0.043,0.034,0.009
4/25 1:48:48 PM,66,Kitchen Sink,0.652,0.513,0.139
4/25 5:53:54 PM,60,Sink 3,1.631,1.284,0.347
4/25 5:55:48 PM,24,Kitchen Sink,1.367,1.076,0.291
4/25 5:57:48 PM,72,Kitchen Sink,1.776,1.399,0.377
4/25 5:59:42 PM,36,Kitchen Sink,0.051,0.040,0.011
4/25 6:01:36 PM,6,Kitchen Sink,0.259,0.204,0.055
4/25 6:03:36 PM,78,Kitchen Sink,0.284,0.224,0.060
4/25 6:05:30 PM,6,Sink 3,0.057,0.045,0.012
4/25 6:13:48 PM,18,Kitchen Sink,2.542,2.002,0.540
4/25 6:39:00 PM,6,Kitchen Sink,0.014,0.011,0.003
4/25 6:40:54 PM,96,Sink 4,0.05,0.039,0.011
4/25 6:57:12 PM,6,CW,0.809,0.809,0.000
4/25 8:50:18 PM,102,Kitchen Sink,1.094,0.862,0.232
4/25 8:52:12 PM,30,Kitchen Sink,2.207,1.738,0.469
4/25 9:01:12 PM,6,Kitchen Sink,0.444,0.350,0.094
4/25 10:35:06 PM,12,Kitchen Sink,1.362,1.073,0.289
4/25 10:37:00 PM,6,Sink 2,1.405,1.106,0.299
4/25 10:38:54 PM,12,Kitchen Sink,1.592,1.254,0.338
4/26 2:08:30 AM,24,Kitchen Sink,1.993,1.568,0.425
4/26 4:24:42 AM,12,Sink 3,1.385,1.090,0.295
4/26 5:22:06 AM,144,Kitchen Sink,1.847,1.454,0.393
4/26 5:24:00 AM,78,Kitchen Sink,1.241,0.977,0.264
4/26 6:24:12 AM,486,Shower 1,1.942,1.528,0.414
4/26 6:29:30 AM,60,Kitchen Sink,1.079,0.849,0.230
4/26 7:22:18 AM,6,Sink 2,0.024,0.019,0.005
4/26 7:57:42 AM,630,Shower 2,2.429,1.912,0.517
4/26 8:08:30 AM,30,Kitchen Sink,1.349,1.062,0.287
4/26 8:18:06 AM,6,Kitchen Sink,1.349,1.062,0.287
4/26 11:00:42 AM,24,Sink 4,0.89,0.700,0.190
4/26 11:02:36 AM,6,Sink 4,0.144,0.113,0.031
4/26 11:04:30 AM,6,Kitchen Sink,1.146,0.902,0.244
4/26 11:06:30 AM,42,Kitchen Sink,1.432,1.127,0.305
4/26 11:08:24 AM,12,Sink 3,1.752,1.379,0.373
4/26 11:38:54 AM,6,Kitchen Sink,0.064,0.050,0.014
