Time,Duration,Fixture,Combined,Hot,Cold
2/1 3:19:00 PM,54,Kitchen Sink,2.004,1.615,0.389
2/1 4:47:24 PM,12,Sink 3,1.445,1.164,0.281
2/1 4:49:18 PM,6,Sink 3,1.725,1.390,0.335
2/1 5:10:24 PM,24,Kitchen Sink,1.286,1.036,0.250
2/1 5:12:18 PM,48,Kitchen Sink,1.212,0.977,0.235
2/1 5:58:06 PM,6,Kitchen Sink,0.202,0.163,0.039
2/1 6:01:36 PM,30,Kitchen Sink,1.707,1.375,0.332
2/1 6:03:30 PM,36,Kitchen Sink,0.916,0.738,0.178
2/1 8:08:42 PM,24,Sink 3,0.055,0.044,0.011
2/1 9:30:12 PM,30,CW,1.863,1.863,0.000
2/1 9:46:54 PM,66,Kitchen Sink,0.607,0.489,0.118
2/1 9:48:06 PM,72,Kitchen Sink,0.090,0.073,0.017
2/2 4:05:54 AM,30,Sink 3,0.277,0.223,0.054
2/2 7:58:24 AM,6,Kitchen Sink,0.216,0.174,0.042
2/2 9:30:06 AM,30,Kitchen Sink,0.974,0.785,0.189
2/2 9:32:06 AM,66,Kitchen Sink,1.670,1.346,0.324
2/2 9:34:00 AM,90,Kitchen Sink,1.861,1.500,0.361
2/2 9:35:42 AM,546,Shower 2,2.340,1.886,0.454
2/2 9:35:54 AM,108,Kitchen Sink,0.425,0.342,0.083
2/2 9:37:54 AM,6,Kitchen Sink,0.332,0.268,0.064
2/2 9:39:48 AM,138,Sink 4,2.231,1.798,0.433
2/2 9:41:42 AM,6,Sink 2,0.144,0.116,0.028
2/2 9:43:42 AM,6,Sink 2,0.030,0.024,0.006
2/2 9:45:36 AM,24,Kitchen Sink,1.326,1.068,0.258
2/2 9:47:30 AM,6,Kitchen Sink,0.159,0.128,0.031
2/2 9:49:30 AM,6,Kitchen Sink,2.880,2.321,0.559
2/2 9:51:24 AM,126,Kitchen Sink,1.000,0.806,0.194
2/2 9:53:18 AM,42,Sink 4,1.075,0.866,0.209
2/2 9:55:18 AM,12,Sink 2,1.860,1.499,0.361
2/2 10:06:12 AM,294,Shower 2,2.698,2.174,0.524
2/2 10:51:24 AM,24,Sink 4,2.027,1.633,0.394
2/2 11:54:24 AM,894,Shower 2,1.651,1.330,0.321
2/2 12:19:30 PM,6,Sink 3,1.892,1.525,0.367
2/2 12:21:24 PM,6,Sink 2,0.006,0.005,0.001
2/2 12:23:18 PM,54,Kitchen Sink,1.654,1.333,0.321
2/2 5:12:06 PM,6,Kitchen Sink,0.047,0.038,0.009
2/2 5:14:36 PM,24,Kitchen Sink,0.646,0.521,0.125
2/2 5:16:30 PM,36,Kitchen Sink,1.932,1.557,0.375
2/2 5:58:30 PM,12,Kitchen Sink,1.020,0.822,0.198
2/2 6:00:24 PM,24,Sink 4,0.980,0.790,0.190
2/2 6:03:48 PM,96,Sink 4,0.857,0.691,0.166
2/2 6:05:42 PM,6,Kitchen Sink,1.890,1.523,0.367
2/2 6:07:36 PM,36,Kitchen Sink,1.184,0.954,0.230
2/2 6:13:36 PM,180,Kitchen Sink,2.265,1.825,0.440
2/2 6:49:48 PM,12,Kitchen Sink,0.644,0.519,0.125
2/2 6:57:12 PM,12,Kitchen Sink,0.463,0.373,0.090
2/2 7:02:12 PM,78,Kitchen Sink,1.171,0.944,0.227
2/2 9:10:00 PM,78,Kitchen Sink,1.644,1.325,0.319
2/2 9:11:54 PM,186,Kitchen Sink,0.050,0.040,0.010
2/2 9:13:48 PM,30,Kitchen Sink,1.654,1.333,0.321
2/2 9:15:48 PM,24,Kitchen Sink,1.498,1.207,0.291
2/2 9:17:42 PM,18,Kitchen Sink,1.887,1.521,0.366
2/2 9:19:36 PM,30,Kitchen Sink,1.909,1.538,0.371
2/2 9:21:36 PM,36,Sink 4,1.217,0.981,0.236
2/2 9:23:30 PM,108,Kitchen Sink,0.967,0.779,0.188
2/2 9:25:24 PM,6,Kitchen Sink,0.798,0.643,0.155
2/2 9:27:24 PM,12,Sink 2,0.049,0.039,0.010
2/2 9:55:06 PM,6,Sink 4,0.202,0.163,0.039
2/2 9:57:00 PM,30,Kitchen Sink,2.066,1.665,0.401
2/2 9:59:00 PM,36,Sink 4,1.082,0.872,0.210
2/2 10:00:54 PM,66,Kitchen Sink,1.879,1.514,0.365
2/2 10:14:36 PM,36,Sink 4,1.800,1.450,0.350
2/2 10:21:18 PM,96,Kitchen Sink,0.773,0.623,0.150
2/2 10:23:18 PM,54,Sink 3,0.380,0.306,0.074
2/2 10:25:12 PM,36,Kitchen Sink,1.499,1.208,0.291
2/2 10:27:06 PM,144,Kitchen Sink,1.250,1.007,0.243
2/2 10:29:06 PM,6,Kitchen Sink,0.978,0.788,0.190
2/3 5:12:48 AM,24,Sink 2,1.564,1.260,0.304
2/3 5:14:42 AM,84,Kitchen Sink,1.022,0.824,0.198
2/3 5:16:42 AM,6,Sink 3,0.483,0.389,0.094
2/3 5:18:36 AM,12,Kitchen Sink,1.041,0.839,0.202
2/3 7:31:48 AM,30,Sink 4,1.355,1.092,0.263
2/3 7:33:48 AM,6,Sink 4,1.320,1.064,0.256
2/3 7:57:54 AM,66,Sink 3,0.747,0.602,0.145
2/3 8:02:24 AM,12,Sink 2,0.039,0.031,0.008
2/3 9:05:24 AM,6,Kitchen Sink,0.252,0.203,0.049
2/3 9:16:54 AM,18,Kitchen Sink,1.020,0.822,0.198
2/3 9:18:48 AM,30,Kitchen Sink,0.660,0.532,0.128
2/3 9:20:00 AM,18,CW,1.301,1.301,0.000
2/3 9:20:48 AM,48,Kitchen Sink,1.145,0.923,0.222
2/3 9:50:30 AM,156,Sink 4,1.050,0.846,0.204
2/3 10:34:12 AM,90,CW,2.395,2.395,0.000
2/3 10:58:30 AM,6,Sink 2,0.601,0.484,0.117
2/3 11:00:24 AM,36,Kitchen Sink,1.631,1.314,0.317
2/3 11:02:24 AM,18,Kitchen Sink,0.544,0.438,0.106
2/3 11:10:36 AM,6,Kitchen Sink,0.680,0.548,0.132
2/3 12:14:00 PM,30,Kitchen Sink,1.379,1.111,0.268
2/3 12:15:54 PM,96,Kitchen Sink,1.780,1.434,0.346
2/3 1:08:36 PM,30,Sink 4,1.258,1.014,0.244
2/3 1:38:36 PM,48,Kitchen Sink,1.046,0.843,0.203
2/3 2:04:06 PM,6,Kitchen Sink,0.493,0.397,0.096
2/3 4:17:18 PM,42,Kitchen Sink,1.789,1.442,0.347
2/3 4:44:36 PM,30,Sink 3,0.854,0.688,0.166
2/3 4:58:12 PM,6,Kitchen Sink,0.517,0.417,0.100
2/3 6:57:30 PM,150,Kitchen Sink,1.321,1.065,0.256
2/3 6:59:24 PM,6,Kitchen Sink,0.028,0.023,0.005
2/3 7:01:24 PM,12,Kitchen Sink,0.873,0.704,0.169
2/3 7:03:18 PM,96,Kitchen Sink,1.708,1.376,0.332
2/3 7:05:12 PM,24,Kitchen Sink,0.420,0.338,0.082
2/3 7:07:12 PM,54,Kitchen Sink,1.094,0.882,0.212
2/3 7:09:06 PM,60,Sink 3,0.269,0.217,0.052
2/3 7:11:00 PM,18,Kitchen Sink,1.684,1.357,0.327
2/3 7:13:00 PM,24,Kitchen Sink,1.098,0.885,0.213
2/3 7:34:12 PM,6,Kitchen Sink,0.776,0.625,0.151
2/3 7:58:54 PM,6,Kitchen Sink,1.204,0.970,0.234
2/3 8:05:42 PM,24,Kitchen Sink,1.648,1.328,0.320
2/3 8:57:36 PM,24,Kitchen Sink,1.158,0.933,0.225
2/3 8:59:36 PM,6,Kitchen Sink,0.013,0.010,0.003
2/4 5:47:06 AM,348,Bath 2,4.832,3.894,0.938
2/4 6:04:42 AM,840,Shower 2,2.343,1.888,0.455
2/4 7:42:00 AM,60,Sink 2,1.283,1.034,0.249
2/4 8:14:48 AM,24,Sink 2,1.339,1.079,0.260
2/4 10:45:00 AM,6,Sink 4,0.506,0.408,0.098
2/4 10:46:54 AM,54,Sink 2,0.791,0.637,0.154
2/4 10:48:48 AM,6,Sink 2,1.878,1.514,0.364
2/4 10:50:48 AM,6,Kitchen Sink,0.024,0.019,0.005
2/4 11:55:00 AM,18,Kitchen Sink,2.071,1.669,0.402
2/4 2:45:54 PM,6,Kitchen Sink,1.754,1.414,0.340
2/4 4:19:00 PM,6,CW,2.209,2.209,0.000
2/4 4:28:42 PM,78,Kitchen Sink,1.041,0.839,0.202
2/4 4:36:30 PM,6,Kitchen Sink,0.120,0.097,0.023
2/4 5:03:06 PM,18,Sink 3,1.439,1.160,0.279
2/4 5:03:06 PM,18,Kitchen Sink,1.449,1.168,0.281
2/4 5:05:00 PM,156,Kitchen Sink,1.089,0.878,0.211
2/4 5:07:48 PM,18,Sink 3,0.713,0.575,0.138
2/4 5:09:48 PM,12,Sink 4,2.178,1.755,0.423
2/4 5:11:42 PM,48,Kitchen Sink,1.361,1.097,0.264
2/4 5:13:18 PM,372,Shower 2,1.106,0.891,0.215
2/4 5:13:36 PM,54,Sink 2,0.558,0.450,0.108
2/4 5:15:36 PM,108,Sink 3,1.742,1.404,0.338
2/4 5:17:30 PM,78,Sink 3,1.182,0.953,0.229
2/4 5:19:24 PM,6,Sink 4,1.518,1.223,0.295
2/4 5:21:24 PM,72,Kitchen Sink,1.439,1.160,0.279
2/4 5:23:18 PM,6,Kitchen Sink,0.026,0.021,0.005
2/4 5:33:12 PM,6,CW,3.640,3.640,0.000
2/4 5:54:36 PM,6,Sink 3,2.880,2.321,0.559
2/4 5:56:36 PM,18,Sink 3,0.752,0.606,0.146
2/4 5:58:30 PM,48,Sink 4,1.324,1.067,0.257
2/4 6:00:24 PM,18,Sink 2,0.615,0.496,0.119
2/4 6:02:24 PM,36,Kitchen Sink,1.216,0.980,0.236
2/4 6:04:18 PM,12,Kitchen Sink,1.350,1.088,0.262
2/4 6:05:00 PM,60,Kitchen Sink,1.628,1.312,0.316
2/4 6:21:48 PM,42,Kitchen Sink,1.498,1.207,0.291
2/4 6:24:00 PM,6,Sink 2,0.244,0.197,0.047
2/4 7:06:18 PM,42,Kitchen Sink,2.185,1.761,0.424
2/4 7:08:12 PM,6,Kitchen Sink,0.400,0.322,0.078
2/4 7:10:12 PM,42,Kitchen Sink,1.392,1.122,0.270
2/4 7:12:06 PM,132,Sink 2,1.607,1.295,0.312
2/4 7:36:36 PM,48,Kitchen Sink,1.481,1.194,0.287
2/4 8:16:12 PM,72,Kitchen Sink,1.520,1.225,0.295
2/4 8:18:06 PM,12,Sink 3,0.236,0.190,0.046
2/4 8:28:42 PM,114,Kitchen Sink,2.204,1.776,0.428
2/4 8:30:36 PM,12,Kitchen Sink,0.393,0.317,0.076
2/4 8:32:30 PM,12,Kitchen Sink,0.911,0.734,0.177
2/4 8:58:00 PM,30,Sink 4,2.012,1.622,0.390
2/4 9:16:18 PM,12,Kitchen Sink,1.059,0.853,0.206
2/4 9:33:48 PM,96,DW1,1.368,1.368,0.000
2/4 9:43:30 PM,84,DW1,1.265,1.265,0.000
2/4 9:53:18 PM,108,DW1,1.165,1.165,0.000
2/4 10:03:06 PM,72,DW1,1.051,1.051,0.000
2/4 10:12:54 PM,72,DW1,1.462,1.462,0.000
2/4 10:33:18 PM,564,Shower 1,2.349,1.893,0.456
2/5 1:06:36 AM,6,Kitchen Sink,1.848,1.489,0.359
2/5 1:08:36 AM,48,Kitchen Sink,1.168,0.941,0.227
2/5 5:32:30 AM,30,Sink 4,1.430,1.153,0.277
2/5 5:34:30 AM,258,Kitchen Sink,0.594,0.479,0.115
2/5 8:41:42 AM,24,Sink 4,0.809,0.652,0.157
2/5 8:51:42 AM,12,Kitchen Sink,0.049,0.039,0.010
2/5 9:47:24 AM,6,Kitchen Sink,0.339,0.273,0.066
2/5 10:04:48 AM,54,CW,2.475,2.475,0.000
2/5 2:24:24 PM,90,Sink 4,0.594,0.479,0.115
2/5 3:13:06 PM,810,Shower 1,2.448,1.973,0.475
2/5 3:48:12 PM,42,Kitchen Sink,1.225,0.987,0.238
2/5 6:56:36 PM,12,Kitchen Sink,0.118,0.095,0.023
2/5 7:31:06 PM,12,Kitchen Sink,1.971,1.589,0.382
2/5 7:31:54 PM,96,Kitchen Sink,0.483,0.389,0.094
2/5 8:48:54 PM,24,Kitchen Sink,1.997,1.610,0.387
2/5 9:20:36 PM,42,Sink 3,0.434,0.350,0.084
2/5 11:49:06 PM,30,Kitchen Sink,0.081,0.065,0.016
2/5 11:51:00 PM,18,Kitchen Sink,0.759,0.612,0.147
2/6 12:49:00 AM,84,Kitchen Sink,0.978,0.788,0.190
2/6 12:50:54 AM,66,Sink 3,1.616,1.303,0.313
2/6 12:52:54 AM,36,Kitchen Sink,0.858,0.692,0.166
2/6 12:54:48 AM,6,Kitchen Sink,0.844,0.680,0.164
2/6 12:56:42 AM,6,Kitchen Sink,0.355,0.286,0.069
2/6 12:56:54 AM,6,Kitchen Sink,0.370,0.298,0.072
2/6 12:58:42 AM,36,Kitchen Sink,1.892,1.525,0.367
2/6 4:45:00 AM,516,Shower 1,1.850,1.491,0.359
2/6 7:15:36 AM,30,Kitchen Sink,1.511,1.218,0.293
2/6 7:17:30 AM,6,Kitchen Sink,0.061,0.049,0.012
2/6 7:19:24 AM,6,Kitchen Sink,0.145,0.117,0.028
2/6 9:15:54 AM,24,Sink 2,1.038,0.837,0.201
2/6 9:17:48 AM,48,Sink 3,0.198,0.160,0.038
2/6 9:18:24 AM,18,Kitchen Sink,0.753,0.607,0.146
2/6 9:19:42 AM,126,Kitchen Sink,1.064,0.858,0.206
2/6 12:33:30 PM,6,Kitchen Sink,0.258,0.208,0.050
2/6 12:35:24 PM,36,Kitchen Sink,1.324,1.067,0.257
2/6 12:37:18 PM,30,Kitchen Sink,1.657,1.336,0.321
2/6 4:18:48 PM,78,DW1,1.534,1.534,0.000
2/6 4:28:36 PM,150,DW1,1.396,1.396,0.000
2/6 4:38:24 PM,42,DW1,1.232,1.232,0.000
2/6 4:48:12 PM,60,DW1,1.709,1.709,0.000
2/6 4:58:00 PM,84,DW1,1.258,1.258,0.000
2/6 5:06:06 PM,78,Kitchen Sink,0.051,0.041,0.010
2/6 5:07:42 PM,144,DW1,1.189,1.189,0.000
2/6 5:56:12 PM,534,Shower 1,2.025,1.632,0.393
2/6 6:34:54 PM,30,Sink 4,1.538,1.240,0.298
2/6 7:42:42 PM,132,Sink 3,0.233,0.188,0.045
2/6 7:48:18 PM,42,Kitchen Sink,1.554,1.253,0.301
2/6 7:50:18 PM,24,Kitchen Sink,1.316,1.061,0.255
2/6 8:11:12 PM,48,Sink 4,0.778,0.627,0.151
2/6 8:13:06 PM,18,Sink 4,1.229,0.991,0.238
2/6 8:15:06 PM,48,Sink 3,0.811,0.654,0.157
2/7 5:53:06 AM,12,Kitchen Sink,1.441,1.162,0.279
2/7 7:07:24 AM,18,Kitchen Sink,1.163,0.937,0.226
2/7 7:39:12 AM,84,DW1,1.644,1.644,0.000
2/7 7:49:00 AM,78,DW1,1.467,1.467,0.000
2/7 7:58:48 AM,90,DW1,1.430,1.430,0.000
2/7 8:08:36 AM,102,DW1,1.482,1.482,0.000
2/7 8:38:06 AM,12,Kitchen Sink,0.048,0.039,0.009
2/7 9:09:06 AM,48,Kitchen Sink,0.326,0.263,0.063
2/7 11:09:42 AM,6,Kitchen Sink,0.385,0.310,0.075
2/7 11:50:30 AM,72,CW,2.814,2.814,0.000
2/7 1:04:42 PM,90,CW,2.404,2.404,0.000
2/7 2:08:00 PM,12,Kitchen Sink,0.532,0.429,0.103
2/7 2:09:54 PM,132,Sink 3,1.112,0.896,0.216
2/7 2:11:54 PM,6,Sink 2,0.502,0.405,0.097
2/7 2:13:48 PM,6,Sink 3,0.196,0.158,0.038
2/7 2:15:42 PM,36,Kitchen Sink,1.649,1.329,0.320
2/7 3:25:42 PM,18,Kitchen Sink,0.859,0.692,0.167
2/7 3:54:48 PM,18,Kitchen Sink,1.110,0.895,0.215
2/7 3:56:48 PM,12,Kitchen Sink,0.369,0.297,0.072
2/7 3:58:06 PM,48,Kitchen Sink,1.130,0.911,0.219
2/7 6:23:00 PM,42,Kitchen Sink,0.757,0.610,0.147
2/7 7:11:48 PM,6,Kitchen Sink,0.576,0.464,0.112
2/7 7:26:24 PM,30,CW,2.234,2.234,0.000
2/7 7:29:06 PM,6,Kitchen Sink,0.149,0.120,0.029
2/7 9:10:48 PM,18,Kitchen Sink,1.165,0.939,0.226
2/7 9:12:48 PM,6,Sink 2,0.714,0.576,0.138
2/7 9:14:42 PM,18,Sink 3,1.872,1.509,0.363
2/7 9:16:36 PM,6,Kitchen Sink,0.122,0.098,0.024
2/7 9:18:36 PM,48,Kitchen Sink,0.442,0.356,0.086
2/7 9:20:30 PM,18,Sink 3,0.049,0.039,0.010
2/7 9:22:24 PM,18,Kitchen Sink,0.711,0.573,0.138
2/7 9:24:24 PM,12,Sink 3,0.128,0.103,0.025
2/8 12:56:30 AM,6,Sink 4,0.517,0.417,0.100
2/8 5:00:12 AM,108,DW1,1.127,1.127,0.000
2/8 5:10:00 AM,84,DW1,0.984,0.984,0.000
2/8 5:19:48 AM,72,DW1,1.142,1.142,0.000
2/8 5:29:36 AM,84,DW1,1.708,1.708,0.000
2/8 6:19:54 AM,138,Kitchen Sink,1.627,1.311,0.316
2/8 7:06:12 AM,30,Kitchen Sink,1.803,1.453,0.350
2/8 7:13:18 AM,6,Kitchen Sink,0.108,0.087,0.021
2/8 7:31:18 AM,24,Kitchen Sink,1.034,0.833,0.201
2/8 7:57:42 AM,90,CW,2.865,2.865,0.000
2/8 7:58:06 AM,6,Kitchen Sink,1.330,1.072,0.258
2/8 8:02:42 AM,12,CW,1.950,1.950,0.000
2/8 9:01:36 AM,18,Kitchen Sink,1.316,1.061,0.255
2/8 9:03:30 AM,66,Kitchen Sink,1.621,1.307,0.314
2/8 9:05:24 AM,18,Sink 2,1.377,1.110,0.267
2/8 9:07:24 AM,48,Kitchen Sink,1.958,1.578,0.380
2/8 10:16:36 AM,12,Kitchen Sink,1.402,1.130,0.272
2/8 10:18:30 AM,6,Sink 3,0.071,0.057,0.014
2/8 10:20:30 AM,36,Sink 3,1.699,1.370,0.329
2/8 10:22:24 AM,60,Kitchen Sink,0.794,0.640,0.154
2/8 11:10:00 AM,84,Kitchen Sink,0.048,0.039,0.009
2/8 11:48:54 AM,78,CW,1.392,1.392,0.000
2/8 12:55:54 PM,12,Sink 3,1.771,1.428,0.343
2/8 12:57:48 PM,72,Kitchen Sink,0.660,0.532,0.128
2/8 3:46:18 PM,6,Kitchen Sink,1.258,1.014,0.244
2/8 5:13:42 PM,180,Kitchen Sink,1.805,1.455,0.350
2/8 5:15:36 PM,108,Kitchen Sink,0.850,0.685,0.165
2/8 5:17:36 PM,36,Kitchen Sink,2.244,1.809,0.435
2/8 5:43:12 PM,18,Kitchen Sink,1.313,1.058,0.255
2/8 6:10:00 PM,6,Kitchen Sink,0.676,0.545,0.131
2/8 6:52:30 PM,126,Kitchen Sink,1.169,0.942,0.227
2/9 6:09:18 AM,444,Bath 2,5.698,4.593,1.105
2/9 6:39:42 AM,72,Sink 2,1.199,0.967,0.232
2/9 6:50:30 AM,6,Kitchen Sink,0.035,0.028,0.007
2/9 8:10:24 AM,6,Kitchen Sink,0.454,0.366,0.088
2/9 8:12:18 AM,36,Kitchen Sink,0.575,0.464,0.111
2/9 8:14:12 AM,12,Sink 4,1.806,1.456,0.350
2/9 8:16:06 AM,6,Kitchen Sink,0.580,0.468,0.112
2/9 8:18:06 AM,150,Kitchen Sink,0.627,0.505,0.122
2/9 8:20:00 AM,6,Kitchen Sink,0.188,0.152,0.036
2/9 9:04:24 AM,18,Kitchen Sink,1.393,1.123,0.270
2/9 9:06:18 AM,102,Kitchen Sink,0.890,0.717,0.173
2/9 9:08:18 AM,6,Sink 2,0.011,0.009,0.002
2/9 9:10:12 AM,72,Kitchen Sink,0.050,0.040,0.010
2/9 9:34:48 AM,66,CW,2.738,2.738,0.000
2/9 10:49:06 AM,54,CW,1.265,1.265,0.000
2/9 12:00:12 PM,96,Kitchen Sink,1.289,1.039,0.250
2/9 1:25:12 PM,30,Sink 4,0.905,0.730,0.175
2/9 1:27:06 PM,6,Kitchen Sink,0.197,0.159,0.038
2/9 2:21:54 PM,90,Kitchen Sink,1.412,1.138,0.274
2/9 3:23:30 PM,12,Sink 3,1.967,1.586,0.381
2/9 3:39:42 PM,18,Sink 4,1.522,1.227,0.295
2/9 3:43:36 PM,30,Kitchen Sink,0.057,0.046,0.011
2/9 3:55:24 PM,132,Kitchen Sink,0.393,0.317,0.076
2/9 5:00:42 PM,18,Kitchen Sink,1.809,1.458,0.351
2/9 5:41:12 PM,6,Kitchen Sink,1.007,0.812,0.195
2/9 5:43:06 PM,18,Kitchen Sink,1.481,1.194,0.287
2/9 5:56:54 PM,6,Kitchen Sink,0.657,0.530,0.127
2/9 5:58:48 PM,30,Sink 4,0.615,0.496,0.119
2/9 6:00:42 PM,156,Sink 3,1.216,0.980,0.236
2/9 6:02:42 PM,18,Sink 2,0.686,0.553,0.133
2/9 6:04:36 PM,6,Kitchen Sink,0.797,0.642,0.155
2/9 6:37:00 PM,42,Sink 2,1.118,0.901,0.217
2/9 6:38:42 PM,6,Sink 3,0.417,0.336,0.081
2/9 6:38:54 PM,30,Sink 4,1.518,1.224,0.294
2/9 8:29:00 PM,6,Kitchen Sink,0.919,0.741,0.178
2/9 8:38:36 PM,42,Kitchen Sink,1.920,1.548,0.372
2/9 10:45:36 PM,12,Sink 4,0.681,0.549,0.132
2/9 11:28:36 PM,72,CW,2.114,2.114,0.000
2/9 11:33:30 PM,12,CW,2.453,2.453,0.000
2/10 12:42:48 AM,84,CW,2.044,2.044,0.000
2/10 12:47:48 AM,108,CW,1.210,1.210,0.000
2/10 2:03:48 AM,24,Kitchen Sink,0.839,0.676,0.163
2/10 2:05:42 AM,6,Sink 2,2.728,2.199,0.529
2/10 2:07:36 AM,96,Sink 4,0.223,0.180,0.043
2/10 5:13:12 AM,72,Sink 3,1.262,1.017,0.245
2/10 5:15:06 AM,18,Kitchen Sink,1.592,1.283,0.309
2/10 9:38:30 AM,72,DW1,1.540,1.540,0.000
2/10 9:48:00 AM,48,Sink 2,0.050,0.040,0.010
2/10 9:48:18 AM,114,DW1,1.353,1.353,0.000
2/10 9:58:06 AM,84,DW1,1.609,1.609,0.000
2/10 10:07:48 AM,108,DW1,1.233,1.233,0.000
2/10 10:17:36 AM,84,DW1,1.221,1.221,0.000
2/10 10:25:12 AM,180,Bath 2,3.897,3.141,0.756
2/10 10:27:24 AM,66,DW1,1.365,1.365,0.000
2/10 10:57:00 AM,6,Kitchen Sink,0.432,0.348,0.084
2/10 10:59:00 AM,6,Sink 4,1.072,0.864,0.208
2/10 11:00:54 AM,6,Sink 2,0.509,0.410,0.099
2/10 11:02:48 AM,6,Sink 3,0.761,0.613,0.148
2/10 11:04:48 AM,12,Kitchen Sink,0.869,0.701,0.168
2/10 11:06:42 AM,6,Kitchen Sink,0.179,0.144,0.035
2/10 11:08:36 AM,24,Kitchen Sink,1.628,1.312,0.316
2/10 11:50:30 AM,36,Kitchen Sink,1.680,1.354,0.326
2/10 12:04:42 PM,6,Kitchen Sink,0.388,0.313,0.075
2/10 1:21:42 PM,138,Kitchen Sink,2.238,1.804,0.434
2/10 1:23:36 PM,12,Kitchen Sink,1.171,0.944,0.227
2/10 1:25:48 PM,42,Kitchen Sink,0.479,0.386,0.093
2/10 4:58:30 PM,42,Kitchen Sink,1.697,1.368,0.329
2/10 5:28:54 PM,12,Sink 3,1.840,1.483,0.357
2/10 5:35:30 PM,6,Kitchen Sink,1.008,0.813,0.195
2/10 5:37:30 PM,12,Kitchen Sink,0.455,0.367,0.088
2/10 5:39:24 PM,60,Kitchen Sink,1.052,0.848,0.204
2/10 5:46:06 PM,42,Sink 2,0.758,0.611,0.147
2/10 5:55:36 PM,12,Kitchen Sink,1.048,0.845,0.203
2/10 6:30:00 PM,84,CW,1.811,1.811,0.000
2/10 6:35:00 PM,12,CW,0.878,0.878,0.000
2/10 6:35:54 PM,48,Sink 2,1.553,1.252,0.301
2/10 6:49:36 PM,12,Kitchen Sink,1.399,1.128,0.271
2/10 7:17:18 PM,42,Kitchen Sink,1.270,1.024,0.246
2/10 7:19:12 PM,6,Kitchen Sink,0.032,0.026,0.006
2/10 7:51:54 PM,102,Kitchen Sink,0.739,0.596,0.143
2/10 7:53:54 PM,6,Kitchen Sink,0.311,0.251,0.060
2/10 7:55:48 PM,6,Sink 2,0.113,0.091,0.022
2/10 9:10:30 PM,108,Kitchen Sink,0.868,0.700,0.168
2/10 11:18:54 PM,90,Kitchen Sink,1.521,1.226,0.295
2/11 12:23:30 AM,24,Sink 3,1.049,0.846,0.203
2/11 6:39:48 AM,12,Kitchen Sink,1.494,1.204,0.290
2/11 6:41:42 AM,72,Sink 4,1.642,1.324,0.318
2/11 7:09:54 AM,6,Kitchen Sink,0.234,0.189,0.045
2/11 7:11:48 AM,12,Kitchen Sink,0.936,0.755,0.181
2/11 7:13:48 AM,12,Kitchen Sink,0.716,0.577,0.139
2/11 7:47:30 AM,72,Sink 3,0.640,0.516,0.124
2/11 9:13:12 AM,48,Kitchen Sink,1.432,1.154,0.278
2/11 9:55:18 AM,252,Kitchen Sink,1.080,0.871,0.209
2/11 9:57:18 AM,30,Sink 3,1.668,1.345,0.323
2/11 12:37:30 PM,6,Kitchen Sink,1.029,0.829,0.200
2/11 12:50:48 PM,6,Sink 2,0.375,0.302,0.073
2/11 12:52:48 PM,6,Sink 3,1.897,1.529,0.368
2/11 12:54:42 PM,6,Sink 2,0.127,0.102,0.025
2/11 12:56:36 PM,6,Kitchen Sink,0.137,0.110,0.027
2/11 12:58:36 PM,6,Kitchen Sink,1.728,1.393,0.335
2/11 1:00:30 PM,6,Kitchen Sink,0.300,0.242,0.058
2/11 1:02:24 PM,84,Kitchen Sink,2.307,1.860,0.447
2/11 1:04:18 PM,6,Sink 2,0.615,0.496,0.119
2/11 1:06:18 PM,12,Kitchen Sink,1.950,1.572,0.378
2/11 1:08:12 PM,24,Sink 3,1.765,1.423,0.342
2/11 1:10:06 PM,6,Sink 3,0.678,0.547,0.131
2/11 1:12:06 PM,60,Kitchen Sink,1.006,0.811,0.195
2/11 1:22:06 PM,48,Kitchen Sink,0.594,0.479,0.115
2/11 2:29:18 PM,6,Kitchen Sink,0.386,0.311,0.075
2/11 3:08:54 PM,6,CW,1.286,1.286,0.000
2/11 3:13:54 PM,90,CW,2.988,2.988,0.000
2/11 5:28:12 PM,36,Sink 2,0.846,0.682,0.164
2/11 5:30:12 PM,6,Sink 2,1.188,0.958,0.230
2/11 5:32:06 PM,18,Kitchen Sink,2.168,1.748,0.420
2/11 6:42:24 PM,24,Sink 4,0.049,0.039,0.010
2/11 7:22:18 PM,6,Sink 2,1.482,1.195,0.287
2/11 7:52:36 PM,12,Kitchen Sink,0.607,0.489,0.118
2/11 7:54:30 PM,12,Kitchen Sink,1.219,0.983,0.236
2/11 7:56:24 PM,24,Kitchen Sink,0.135,0.109,0.026
2/11 7:58:24 PM,150,Kitchen Sink,0.121,0.098,0.023
2/11 9:20:18 PM,48,Kitchen Sink,2.024,1.632,0.392
2/11 9:22:12 PM,6,Kitchen Sink,0.085,0.069,0.016
2/11 9:33:18 PM,6,Sink 3,1.323,1.066,0.257
2/11 9:35:18 PM,126,Sink 3,1.216,0.980,0.236
2/12 5:03:48 AM,198,Kitchen Sink,1.324,1.067,0.257
2/12 6:16:48 AM,6,Sink 4,0.027,0.022,0.005
2/12 6:18:48 AM,120,Kitchen Sink,1.580,1.274,0.306
2/12 6:20:42 AM,90,Kitchen Sink,0.660,0.532,0.128
2/12 6:47:18 AM,180,Shower 1,0.946,0.763,0.183
2/12 7:17:48 AM,222,Shower 1,2.252,1.815,0.437
